"","class","Species","obsDate","State","Latitude","Longitude","New","Confirmed","Alive","Date","week.number","Live","Health"
"7853","Birds","Unknown",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7854","Birds","Unknown",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7855","Birds","Unknown",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7856","Birds","Unknown",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7857","Birds","Unknown",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7858","Birds","Unknown",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7859","Birds","Unknown",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7860","Birds","Unidentified Gull",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7861","Birds","Unknown",NA,NA,29.39139,-89.32146,NA,NA,"N","2010-09-07",37,0,"Dead"
"7862","Birds","Black Skimmer",NA,NA,29.39139,-89.32146,NA,NA,"N","2010-09-07",37,0,"Dead"
"7863","Birds","Unknown",NA,NA,29.39139,-89.32146,NA,NA,"N","2010-09-07",37,0,"Dead"
"7864","Birds","Black Skimmer",NA,NA,29.39139,-89.32146,NA,NA,"N","2010-09-07",37,0,"Dead"
"7865","Birds","Black Skimmer",NA,NA,29.39139,-89.32146,NA,NA,"N","2010-09-07",37,0,"Dead"
"7866","Birds","Unknown",NA,NA,29.39139,-89.32146,NA,NA,"N","2010-09-07",37,0,"Dead"
"7867","Birds","Black Skimmer",NA,NA,29.39139,-89.32146,NA,NA,"N","2010-09-07",37,0,"Dead"
"7868","Birds","Black Skimmer",NA,NA,29.39139,-89.32146,NA,NA,"N","2010-09-07",37,0,"Dead"
"7869","Birds","Black Skimmer",NA,NA,29.39139,-89.32146,NA,NA,"N","2010-09-07",37,0,"Dead"
"7870","Birds","Black Skimmer",NA,NA,29.39139,-89.32146,NA,NA,"N","2010-09-07",37,0,"Dead"
"7871","Birds","Unknown",NA,NA,29.209,-90.568,NA,NA,"N","2010-09-07",37,0,"Dead"
"7872","Birds","Unidentified Gull",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7873","Birds","Unidentified Gull",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7874","Birds","Unidentified Gull",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7875","Birds","Unidentified Gull",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7876","Birds","Unidentified Tern",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7877","Birds","Unidentified Tern",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7878","Birds","Unidentified Tern",NA,NA,29.25672,-90.4421,NA,NA,"N","2010-09-07",37,0,"Dead"
"7879","Birds","Black Skimmer",NA,NA,29.39122,-89.32127,NA,NA,"N","2010-09-07",37,0,"Dead"
"7880","Birds","Black Skimmer",NA,NA,29.39122,-89.32127,NA,NA,"N","2010-09-07",37,0,"Dead"
"7881","Birds","Black Skimmer",NA,NA,29.39122,-89.32127,NA,NA,"N","2010-09-07",37,0,"Dead"
"7882","Birds","Black Skimmer",NA,NA,29.39122,-89.32127,NA,NA,"N","2010-09-07",37,0,"Dead"
"7883","Birds","Black Skimmer",NA,NA,29.39122,-89.32127,NA,NA,"N","2010-09-07",37,0,"Dead"
"7884","Birds","Black Skimmer",NA,NA,29.39142,-89.32127,NA,NA,"N","2010-09-07",37,0,"Dead"
"7885","Birds","Black Skimmer",NA,NA,29.39122,-89.32127,NA,NA,"N","2010-09-07",37,0,"Dead"
"7886","Birds","Unknown",NA,NA,29.39122,-89.32127,NA,NA,"N","2010-09-07",37,0,"Dead"
"7887","Birds","Black Skimmer",NA,NA,29.39122,-89.32127,NA,NA,"N","2010-09-07",37,0,"Dead"
"7888","Birds","Black Skimmer",NA,NA,29.39122,-89.32127,NA,NA,"N","2010-09-07",37,0,"Dead"
"7889","Birds","Black Skimmer",NA,NA,29.39115,-89.32151,NA,NA,"N","2010-09-07",37,0,"Dead"
"7890","Birds","Black Skimmer",NA,NA,29.39135,-89.32151,NA,NA,"N","2010-09-07",37,0,"Dead"
"7891","Birds","Black Skimmer",NA,NA,29.39135,-89.32151,NA,NA,"N","2010-09-07",37,0,"Dead"
"7892","Birds","Black Skimmer",NA,NA,29.39135,-89.32151,NA,NA,"N","2010-09-07",37,0,"Dead"
"7893","Birds","Black Skimmer",NA,NA,29.39135,-89.32151,NA,NA,"N","2010-09-07",37,0,"Dead"
"7894","Birds","Unidentified Gull",NA,NA,30.41249,-87.83493,NA,NA,"N","2010-09-08",37,0,"Dead"
"7895","Birds","Unidentified Gull",NA,NA,30.41249,-87.83493,NA,NA,"N","2010-09-08",37,0,"Dead"
"7896","Birds","Unidentified Gull",NA,NA,30.41249,-87.83493,NA,NA,"N","2010-09-08",37,0,"Dead"
"7897","Birds","Laughing Gull",NA,NA,30.32892,-87.28507,NA,NA,"N","2010-09-08",37,0,"Dead"
"7898","Birds","Laughing Gull",NA,NA,30.39389,-87.84661,NA,NA,"N","2010-09-08",37,0,"Dead"
"7899","Birds","Laughing Gull",NA,NA,30.39389,-87.84661,NA,NA,"N","2010-09-08",37,0,"Dead"
"7900","Birds","Laughing Gull",NA,NA,30.39389,-87.84661,NA,NA,"N","2010-09-08",37,0,"Dead"
"7901","Birds","Sora",NA,NA,30.39297,-88.92822,NA,NA,"N","2010-09-08",37,0,"Dead"
"7902","Birds","Laughing Gull",NA,NA,30.33026,-88.56827,NA,NA,"N","2010-09-08",37,0,"Dead"
"7903","Birds","Laughing Gull",NA,NA,30.37048,-88.54475,NA,NA,"N","2010-09-08",37,0,"Dead"
"7904","Birds","Royal Tern",NA,NA,30.30004,-88.58889,NA,NA,"N","2010-09-08",37,0,"Dead"
"7905","Birds","Pied-bill Grebe",NA,NA,30.28008,-87.51743,NA,NA,"N","2010-09-08",37,0,"Dead"
"7906","Birds","Brown Pelican",NA,NA,30.5015,-88.04608,NA,NA,"N","2010-09-08",37,0,"Dead"
"7907","Birds","Laughing Gull",NA,NA,30.4987,-88.02418,NA,NA,"N","2010-09-08",37,0,"Dead"
"7908","Birds","Brown Pelican",NA,NA,30.49566,-88.03753,NA,NA,"N","2010-09-08",37,0,"Dead"
"7909","Birds","Laughing Gull",NA,NA,30.49891,-88.04283,NA,NA,"N","2010-09-08",37,0,"Dead"
"7910","Birds","Brown Pelican",NA,NA,30.49028,-88.02623,NA,NA,"N","2010-09-08",37,0,"Dead"
"7911","Birds","Brown Pelican",NA,NA,30.29951,-88.58949,NA,NA,"N","2010-09-08",37,0,"Dead"
"7912","Birds","Gull-billed Tern",NA,NA,30.23086,-87.9052,NA,NA,"N","2010-09-08",37,0,"Dead"
"7913","Birds","Unidentified Pigeon",NA,NA,30.126,-85.738,NA,NA,"N","2010-09-08",37,0,"Dead"
"7914","Birds","Laughing Gull",NA,NA,30.23391,-88.27427,NA,NA,"N","2010-09-08",37,0,"Dead"
"7915","Birds","Laughing Gull",NA,NA,30.34679,-89.14084,NA,NA,"N","2010-09-08",37,0,"Dead"
"7916","Birds","Unknown",NA,NA,30.25541,-89.41742,NA,NA,"N","2010-09-08",37,0,"Dead"
"7917","Birds","Unknown",NA,NA,30.24981,-89.42233,NA,NA,"N","2010-09-08",37,0,"Dead"
"7918","Birds","Unknown",NA,NA,30.31024,-89.3248,NA,NA,"N","2010-09-08",37,0,"Dead"
"7919","Birds","Unknown",NA,NA,30.3113,-89.32453,NA,NA,"N","2010-09-08",37,0,"Dead"
"7920","Birds","Laughing Gull",NA,NA,30.25052,-89.42202,NA,NA,"N","2010-09-08",37,0,"Dead"
"7921","Birds","Unknown",NA,NA,30.30936,-89.32569,NA,NA,"N","2010-09-08",37,0,"Dead"
"7922","Birds","Clapper Rail",NA,NA,30.25809,-89.41264,NA,NA,"N","2010-09-08",37,0,"Dead"
"7923","Birds","Laughing Gull",NA,NA,30.30258,-89.32797,NA,NA,"N","2010-09-08",37,0,"Dead"
"7924","Birds","Unknown",NA,NA,30.30862,-89.32612,NA,NA,"N","2010-09-08",37,0,"Dead"
"7925","Birds","Laughing Gull",NA,NA,30.3115,-89.2499,NA,NA,"N","2010-09-08",37,0,"Dead"
"7926","Birds","Laughing Gull",NA,NA,30.40765,-87.83127,NA,NA,"N","2010-09-08",37,0,"Dead"
"7927","Birds","Royal Tern",NA,NA,29.30678,-89.8851,NA,NA,"N","2010-09-08",37,0,"Dead"
"7928","Birds","Laughing Gull",NA,NA,29.2312,-89.99305,NA,NA,"N","2010-09-08",37,0,"Dead"
"7929","Birds","Laughing Gull",NA,NA,29.86623,-89.83606,NA,NA,"N","2010-09-08",37,0,"Dead"
"7930","Birds","Unidentified Tern",NA,NA,29.1,-90.2604,NA,NA,"N","2010-09-08",37,0,"Dead"
"7931","Birds","Laughing Gull",NA,NA,30.06,-89.18175,NA,NA,"N","2010-09-08",37,0,"Dead"
"7932","Birds","Brown Pelican",NA,NA,30.06,-89.18175,NA,NA,"N","2010-09-08",37,0,"Dead"
"7933","Birds","Unknown",NA,NA,29.76864,-93.42924,NA,NA,"N","2010-09-08",37,0,"Dead"
"7934","Birds","Unknown",NA,NA,29.76862,-93.42625,NA,NA,"N","2010-09-08",37,0,"Dead"
"7935","Birds","Black Skimmer",NA,NA,30.10129,-89.28268,NA,NA,"N","2010-09-08",37,0,"Dead"
"7936","Birds","Black Skimmer",NA,NA,30.10129,-89.28268,NA,NA,"N","2010-09-08",37,0,"Dead"
"7937","Birds","Black Skimmer",NA,NA,30.10129,-89.28268,NA,NA,"N","2010-09-08",37,0,"Dead"
"7938","Birds","Black Skimmer",NA,NA,30.10129,-89.28268,NA,NA,"N","2010-09-08",37,0,"Dead"
"7939","Birds","Black Skimmer",NA,NA,30.10129,-89.28268,NA,NA,"N","2010-09-08",37,0,"Dead"
"7940","Birds","Laughing Gull",NA,NA,30.10129,-89.28268,NA,NA,"N","2010-09-08",37,0,"Dead"
"7941","Birds","Laughing Gull",NA,NA,29.30184,-89.7057,NA,NA,"N","2010-09-08",37,0,"Dead"
"7942","Birds","Black Skimmer",NA,NA,30.1013,-89.28268,NA,NA,"N","2010-09-08",37,0,"Dead"
"7943","Birds","Black Skimmer",NA,NA,30.1013,-89.28268,NA,NA,"N","2010-09-08",37,0,"Dead"
"7944","Birds","Black Skimmer",NA,NA,30.1013,-89.28268,NA,NA,"N","2010-09-08",37,0,"Dead"
"7945","Birds","Brown Pelican",NA,NA,29.25864,-89.95161,NA,NA,"N","2010-09-08",37,0,"Dead"
"7946","Birds","Double-crested Cormorant",NA,NA,29.28086,-89.92799,NA,NA,"N","2010-09-08",37,0,"Dead"
"7947","Birds","Other",NA,NA,29.12198,-90.16013,NA,NA,"N","2010-09-08",37,0,"Dead"
"7948","Birds","Black Skimmer",NA,NA,29.31491,-89.7917,NA,NA,"N","2010-09-08",37,0,"Dead"
"7949","Birds","Black Skimmer",NA,NA,29.18802,-89.31333,NA,NA,"N","2010-09-08",37,0,"Dead"
"7950","Birds","Sanderling",NA,NA,29.31436,-89.78174,NA,NA,"N","2010-09-08",37,0,"Dead"
"7951","Birds","Unidentified Tern",NA,NA,29.1,-90.2604,NA,NA,"N","2010-09-08",37,0,"Dead"
"7952","Birds","Unknown",NA,NA,30.27114,-89.379,NA,NA,"N","2010-09-09",37,0,"Dead"
"7953","Birds","Laughing Gull",NA,NA,30.02437,-88.12306,NA,NA,"N","2010-09-09",37,0,"Dead"
"7954","Birds","Unknown",NA,NA,30.43145,-88.07093,NA,NA,"N","2010-09-09",37,0,"Dead"
"7955","Birds","Unknown",NA,NA,30.42581,-88.07444,NA,NA,"N","2010-09-09",37,0,"Dead"
"7956","Birds","Pied-bill Grebe",NA,NA,30.18351,-85.82001,NA,NA,"N","2010-09-09",37,0,"Dead"
"7957","Birds","Unidentified Gull",NA,NA,30.41319,-87.83449,NA,NA,"N","2010-09-09",37,0,"Dead"
"7958","Birds","Laughing Gull",NA,NA,30.50425,-88.06129,NA,NA,"N","2010-09-09",37,0,"Dead"
"7959","Birds","Royal Tern",NA,NA,30.27226,-88.12688,NA,NA,"N","2010-09-09",37,0,"Dead"
"7960","Birds","Laughing Gull",NA,NA,30.38582,-89.00844,NA,NA,"N","2010-09-09",37,0,"Dead"
"7961","Birds","Laughing Gull",NA,NA,30.39104,-88.96745,NA,NA,"N","2010-09-09",37,0,"Dead"
"7962","Birds","Laughing Gull",NA,NA,30.18845,-89.14598,NA,NA,"N","2010-09-09",37,0,"Dead"
"7963","Birds","Laughing Gull",NA,NA,30.33063,-89.18983,NA,NA,"N","2010-09-09",37,0,"Dead"
"7964","Birds","Laughing Gull",NA,NA,30.21265,-88.9614,NA,NA,"N","2010-09-09",37,0,"Dead"
"7965","Birds","Laughing Gull",NA,NA,30.21676,-88.94799,NA,NA,"N","2010-09-09",37,0,"Dead"
"7966","Birds","Least Tern",NA,NA,30.24364,-88.88007,NA,NA,"N","2010-09-09",37,0,"Dead"
"7967","Birds","Northern Gannet",NA,NA,30.36401,-88.25865,NA,NA,"N","2010-09-09",37,0,"Dead"
"7968","Birds","Brown Pelican",NA,NA,28.98636,-89.39186,NA,NA,"N","2010-09-09",37,0,"Dead"
"7969","Birds","Laughing Gull",NA,NA,29.20424,-90.04061,NA,NA,"N","2010-09-09",37,0,"Dead"
"7970","Birds","Laughing Gull",NA,NA,29.07436,-90.31223,NA,NA,"N","2010-09-09",37,0,"Dead"
"7971","Birds","Sanderling",NA,NA,28.94761,-89.38871,NA,NA,"N","2010-09-09",37,0,"Dead"
"7972","Birds","Laughing Gull",NA,NA,29.14945,-89.4218,NA,NA,"N","2010-09-09",37,0,"Dead"
"7973","Birds","Forster's Tern",NA,NA,29.43079,-89.97336,NA,NA,"N","2010-09-09",37,0,"Dead"
"7974","Birds","Laughing Gull",NA,NA,29.26197,-89.9644,NA,NA,"N","2010-09-09",37,0,"Dead"
"7975","Birds","Brown Pelican",NA,NA,29.29414,-89.68152,NA,NA,"N","2010-09-09",37,0,"Dead"
"7976","Birds","Unknown",NA,NA,29.30737,-89.74042,NA,NA,"N","2010-09-09",37,0,"Dead"
"7977","Birds","Laughing Gull",NA,NA,29.70188,-89.54863,NA,NA,"N","2010-09-09",37,0,"Dead"
"7978","Birds","Tricolored Heron",NA,NA,29.70188,-89.54863,NA,NA,"N","2010-09-09",37,0,"Dead"
"7979","Birds","Tricolored Heron",NA,NA,29.84162,-89.30473,NA,NA,"N","2010-09-09",37,0,"Dead"
"7980","Birds","Laughing Gull",NA,NA,29.70188,-89.54863,NA,NA,"N","2010-09-09",37,0,"Dead"
"7981","Birds","Laughing Gull",NA,NA,29.70188,-89.54863,NA,NA,"N","2010-09-09",37,0,"Dead"
"7982","Birds","Laughing Gull",NA,NA,29.70188,-89.54863,NA,NA,"N","2010-09-09",37,0,"Dead"
"7983","Birds","Laughing Gull",NA,NA,29.65234,-89.46411,NA,NA,"N","2010-09-09",37,0,"Dead"
"7984","Birds","Laughing Gull",NA,NA,29.65234,-89.46411,NA,NA,"N","2010-09-09",37,0,"Dead"
"7985","Birds","Laughing Gull",NA,NA,29.70232,-89.54545,NA,NA,"N","2010-09-09",37,0,"Dead"
"7986","Birds","Tricolored Heron",NA,NA,29.70232,-89.54545,NA,NA,"N","2010-09-09",37,0,"Dead"
"7987","Birds","Tricolored Heron",NA,NA,29.70232,-89.54545,NA,NA,"N","2010-09-09",37,0,"Dead"
"7988","Birds","Laughing Gull",NA,NA,29.20518,-90.00416,NA,NA,"N","2010-09-09",37,0,"Dead"
"7989","Birds","Unidentified Gull",NA,NA,29.32207,-89.8403,NA,NA,"N","2010-09-09",37,0,"Dead"
"7990","Birds","Unidentified Gull",NA,NA,29.11467,-90.17187,NA,NA,"N","2010-09-09",37,0,"Dead"
"7991","Birds","Laughing Gull",NA,NA,29.50974,-89.16864,NA,NA,"N","2010-09-09",37,0,"Dead"
"7992","Birds","Laughing Gull",NA,NA,30.36303,-89.08566,NA,NA,"N","2010-09-10",37,0,"Dead"
"7993","Birds","Laughing Gull",NA,NA,30.20205,-89.10109,NA,NA,"N","2010-09-10",37,0,"Dead"
"7994","Birds","Black Skimmer",NA,NA,30.39298,-88.92813,NA,NA,"N","2010-09-10",37,0,"Dead"
"7995","Birds","Laughing Gull",NA,NA,30.39298,-88.92823,NA,NA,"N","2010-09-10",37,0,"Dead"
"7996","Birds","Laughing Gull",NA,NA,30.34919,-89.08835,NA,NA,"N","2010-09-10",37,0,"Dead"
"7997","Birds","Brown Pelican",NA,NA,30.50295,-88.0491,NA,NA,"N","2010-09-10",37,0,"Dead"
"7998","Birds","Brown Pelican",NA,NA,30.50291,-88.04907,NA,NA,"N","2010-09-10",37,0,"Dead"
"7999","Birds","Brown Pelican",NA,NA,30.50205,-88.09818,NA,NA,"N","2010-09-10",37,0,"Dead"
"8000","Birds","Laughing Gull",NA,NA,30.14291,-85.75754,NA,NA,"N","2010-09-10",37,0,"Dead"
"8001","Birds","Virginia Rail",NA,NA,30.17927,-85.80313,NA,NA,"N","2010-09-10",37,0,"Dead"
"8002","Birds","Royal Tern",NA,NA,29.9481,-85.42296,NA,NA,"N","2010-09-10",37,0,"Dead"
"8003","Birds","Caspian Tern",NA,NA,29.6263,-85.1524,NA,NA,"N","2010-09-10",37,0,"Dead"
"8004","Birds","Laughing Gull",NA,NA,30.25114,-88.13259,NA,NA,"N","2010-09-10",37,0,"Dead"
"8005","Birds","Laughing Gull",NA,NA,30.33363,-87.84427,NA,NA,"N","2010-09-10",37,0,"Dead"
"8006","Birds","Laughing Gull",NA,NA,30.33996,-89.1608,NA,NA,"N","2010-09-10",37,0,"Dead"
"8007","Birds","Clapper Rail",NA,NA,30.25823,-89.41187,NA,NA,"N","2010-09-10",37,0,"Dead"
"8008","Birds","Brown Pelican",NA,NA,30.50062,-88.04377,NA,NA,"N","2010-09-10",37,0,"Dead"
"8009","Birds","Laughing Gull",NA,NA,30.3389,-88.26245,NA,NA,"N","2010-09-10",37,0,"Dead"
"8010","Birds","Willet",NA,NA,30.38298,-88.27082,NA,NA,"N","2010-09-10",37,0,"Dead"
"8011","Birds","Laughing Gull",NA,NA,30.39298,-88.92823,NA,NA,"N","2010-09-10",37,0,"Dead"
"8012","Birds","Laughing Gull",NA,NA,30.21604,-89.0522,NA,NA,"N","2010-09-10",37,0,"Dead"
"8013","Birds","Laughing Gull",NA,NA,30.39298,-88.94725,NA,NA,"N","2010-09-10",37,0,"Dead"
"8014","Birds","Laughing Gull",NA,NA,30.35709,-89.11455,NA,NA,"N","2010-09-10",37,0,"Dead"
"8015","Birds","Brown Pelican",NA,NA,29.47923,-89.17427,NA,NA,"N","2010-09-10",37,0,"Dead"
"8016","Birds","Brown Pelican",NA,NA,29.3388,-89.19378,NA,NA,"N","2010-09-10",37,0,"Dead"
"8017","Birds","Laughing Gull",NA,NA,29.21423,-90.22366,NA,NA,"N","2010-09-10",37,0,"Dead"
"8018","Birds","Brown Pelican",NA,NA,29.14421,-90.3471,NA,NA,"N","2010-09-10",37,0,"Dead"
"8019","Birds","Royal Tern",NA,NA,29.77315,-93.29678,NA,NA,"N","2010-09-10",37,0,"Dead"
"8020","Birds","Royal Tern",NA,NA,29.14188,-90.64993,NA,NA,"N","2010-09-10",37,0,"Dead"
"8021","Birds","Laughing Gull",NA,NA,29.26772,-89.60796,NA,NA,"N","2010-09-10",37,0,"Dead"
"8022","Birds","Laughing Gull",NA,NA,30.06374,-89.19306,NA,NA,"N","2010-09-10",37,0,"Dead"
"8023","Birds","Royal Tern",NA,NA,29.0535,-90.93305,NA,NA,"N","2010-09-10",37,0,"Dead"
"8024","Birds","Laughing Gull",NA,NA,29.22211,-90.0111,NA,NA,"N","2010-09-10",37,0,"Dead"
"8025","Birds","Unidentified Gull",NA,NA,29.14393,-90.34782,NA,NA,"N","2010-09-10",37,0,"Dead"
"8026","Birds","Brown Pelican",NA,NA,29.36457,-90.00338,NA,NA,"N","2010-09-10",37,0,"Dead"
"8027","Birds","Laughing Gull",NA,NA,30.22447,-88.01067,NA,NA,"N","2010-09-10",37,0,"Dead"
"8028","Birds","Black Skimmer",NA,NA,29.95907,-89.19818,NA,NA,"N","2010-09-10",37,0,"Dead"
"8029","Birds","Laughing Gull",NA,NA,29.95847,-89.19952,NA,NA,"N","2010-09-10",37,0,"Dead"
"8030","Birds","Black Skimmer",NA,NA,30.06896,-89.20711,NA,NA,"N","2010-09-10",37,0,"Dead"
"8031","Birds","Black Skimmer",NA,NA,30.06896,-89.20711,NA,NA,"N","2010-09-10",37,0,"Dead"
"8032","Birds","Black Skimmer",NA,NA,30.06896,-89.20711,NA,NA,"N","2010-09-10",37,0,"Dead"
"8033","Birds","Black Skimmer",NA,NA,30.06896,-89.20711,NA,NA,"N","2010-09-10",37,0,"Dead"
"8034","Birds","Black Skimmer",NA,NA,30.06896,-89.20711,NA,NA,"N","2010-09-10",37,0,"Dead"
"8035","Birds","Black Skimmer",NA,NA,30.06896,-89.20711,NA,NA,"N","2010-09-10",37,0,"Dead"
"8036","Birds","Black Skimmer",NA,NA,30.06896,-89.20711,NA,NA,"N","2010-09-10",37,0,"Dead"
"8037","Birds","Black Skimmer",NA,NA,30.06896,-89.20711,NA,NA,"N","2010-09-10",37,0,"Dead"
"8038","Birds","Black Skimmer",NA,NA,30.06896,-89.20711,NA,NA,"N","2010-09-10",37,0,"Dead"
"8039","Birds","Black Skimmer",NA,NA,30.06896,-89.20711,NA,NA,"N","2010-09-10",37,0,"Dead"
"8040","Birds","Roseate Spoonbill",NA,NA,29.91996,-89.26281,NA,NA,"N","2010-09-10",37,0,"Dead"
"8041","Birds","Other",NA,NA,29.91996,-89.26281,NA,NA,"N","2010-09-10",37,0,"Dead"
"8042","Birds","Laughing Gull",NA,NA,29.91996,-89.26281,NA,NA,"N","2010-09-10",37,0,"Dead"
"8043","Birds","Laughing Gull",NA,NA,29.91996,-89.26281,NA,NA,"N","2010-09-10",37,0,"Dead"
"8044","Birds","Laughing Gull",NA,NA,29.91996,-89.26281,NA,NA,"N","2010-09-10",37,0,"Dead"
"8045","Birds","Laughing Gull",NA,NA,29.91996,-89.26281,NA,NA,"N","2010-09-10",37,0,"Dead"
"8046","Birds","Laughing Gull",NA,NA,29.91996,-89.26281,NA,NA,"N","2010-09-10",37,0,"Dead"
"8047","Birds","Laughing Gull",NA,NA,29.91996,-89.26281,NA,NA,"N","2010-09-10",37,0,"Dead"
"8048","Birds","Laughing Gull",NA,NA,29.26755,-89.6081,NA,NA,"N","2010-09-10",37,0,"Dead"
"8049","Birds","Brown Pelican",NA,NA,29.26634,-89.60756,NA,NA,"N","2010-09-10",37,0,"Dead"
"8050","Birds","Unknown",NA,NA,29.0535,-90.93305,NA,NA,"N","2010-09-10",37,0,"Dead"
"8051","Birds","Unknown",NA,NA,29.0535,-90.93305,NA,NA,"N","2010-09-10",37,0,"Dead"
"8052","Birds","Unidentified Gull",NA,NA,29.0535,-90.93305,NA,NA,"N","2010-09-10",37,0,"Dead"
"8053","Birds","Unidentified Tern",NA,NA,29.0535,-90.93305,NA,NA,"N","2010-09-10",37,0,"Dead"
"8054","Birds","Unidentified Tern",NA,NA,29.0535,-90.93305,NA,NA,"N","2010-09-10",37,0,"Dead"
"8055","Birds","Unidentified Tern",NA,NA,29.0535,-90.93305,NA,NA,"N","2010-09-10",37,0,"Dead"
"8056","Birds","Unidentified Tern",NA,NA,29.0535,-90.93305,NA,NA,"N","2010-09-10",37,0,"Dead"
"8057","Birds","Unidentified Tern",NA,NA,29.05545,-90.93755,NA,NA,"N","2010-09-10",37,0,"Dead"
"8058","Birds","Laughing Gull",NA,NA,29.24217,-89.97673,NA,NA,"N","2010-09-10",37,0,"Dead"
"8059","Birds","Laughing Gull",NA,NA,29.77852,-92.18242,NA,NA,"N","2010-09-10",37,0,"Dead"
"8060","Birds","Laughing Gull",NA,NA,30.03525,-89.1843,NA,NA,"N","2010-09-10",37,0,"Dead"
"8061","Birds","Laughing Gull",NA,NA,30.06896,-89.20712,NA,NA,"N","2010-09-10",37,0,"Dead"
"8062","Birds","Laughing Gull",NA,NA,30.06896,-89.20712,NA,NA,"N","2010-09-10",37,0,"Dead"
"8063","Birds","Manx Shearwater",NA,NA,30.22973,-87.96851,NA,NA,"N","2010-09-11",37,0,"Dead"
"8064","Birds","Royal Tern",NA,NA,30.36049,-88.67152,NA,NA,"N","2010-09-11",37,0,"Dead"
"8065","Birds","Laughing Gull",NA,NA,30.36021,-88.67235,NA,NA,"N","2010-09-11",37,0,"Dead"
"8066","Birds","Laughing Gull",NA,NA,30.3601,-88.67271,NA,NA,"N","2010-09-11",37,0,"Dead"
"8067","Birds","Forster's Tern",NA,NA,30.36063,-88.67082,NA,NA,"N","2010-09-11",37,0,"Dead"
"8068","Birds","Unknown",NA,NA,30.39122,-88.97087,NA,NA,"N","2010-09-11",37,0,"Dead"
"8069","Birds","Laughing Gull",NA,NA,30.38936,-88.98125,NA,NA,"N","2010-09-11",37,0,"Dead"
"8070","Birds","Laughing Gull",NA,NA,30.38936,-88.98123,NA,NA,"N","2010-09-11",37,0,"Dead"
"8071","Birds","Laughing Gull",NA,NA,30.33064,-89.18979,NA,NA,"N","2010-09-11",37,0,"Dead"
"8072","Birds","Unidentified Pigeon",NA,NA,30.31869,-89.32245,NA,NA,"N","2010-09-11",37,0,"Dead"
"8073","Birds","Laughing Gull",NA,NA,30.34505,-89.14599,NA,NA,"N","2010-09-11",37,0,"Dead"
"8074","Birds","Ruddy Turnstone",NA,NA,30.26041,-89.40384,NA,NA,"N","2010-09-11",37,0,"Dead"
"8075","Birds","Brown Pelican",NA,NA,30.36072,-88.64552,NA,NA,"N","2010-09-11",37,0,"Dead"
"8076","Birds","Brown Pelican",NA,NA,29.30451,-89.95958,NA,NA,"N","2010-09-11",37,0,"Dead"
"8077","Birds","Brown Pelican",NA,NA,29.30451,-89.95958,NA,NA,"N","2010-09-11",37,0,"Dead"
"8078","Birds","Laughing Gull",NA,NA,29.30451,-89.95958,NA,NA,"N","2010-09-11",37,0,"Dead"
"8079","Birds","Snowy Egret",NA,NA,29.30451,-89.95958,NA,NA,"N","2010-09-11",37,0,"Dead"
"8080","Birds","Unknown",NA,NA,29.76692,-93.39007,NA,NA,"N","2010-09-11",37,0,"Dead"
"8081","Birds","Brown Pelican",NA,NA,29.3045,-89.95958,NA,NA,"N","2010-09-11",37,0,"Dead"
"8082","Birds","Brown Pelican",NA,NA,29.3045,-89.95958,NA,NA,"N","2010-09-11",37,0,"Dead"
"8083","Birds","Brown Pelican",NA,NA,29.3045,-89.95958,NA,NA,"N","2010-09-11",37,0,"Dead"
"8084","Birds","Brown Pelican",NA,NA,29.3045,-89.95958,NA,NA,"N","2010-09-11",37,0,"Dead"
"8085","Birds","Unidentified Tern",NA,NA,29.3045,-89.95958,NA,NA,"N","2010-09-11",37,0,"Dead"
"8086","Birds","Unknown",NA,NA,29.7696,-93.47538,NA,NA,"N","2010-09-11",37,0,"Dead"
"8087","Birds","Laughing Gull",NA,NA,29.50221,-89.53562,NA,NA,"N","2010-09-11",37,0,"Dead"
"8088","Birds","Laughing Gull",NA,NA,29.50221,-89.53562,NA,NA,"N","2010-09-11",37,0,"Dead"
"8089","Birds","Laughing Gull",NA,NA,29.50221,-89.53562,NA,NA,"N","2010-09-11",37,0,"Dead"
