"Species","Latitude","Longitude","Oiling","Condition","BirdCount","Date_","Oil_Cond","Date","week.number"
"Laughing Gull",30.23143,-87.95715,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Pied-bill Grebe",30.28187,-87.50926,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Pied-bill Grebe",30.35101,-87.03589,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Northern Gannet",30.22763,-86.2383,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Least Tern",30.30895,-87.2323,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Northern Gannet",30.10213,-85.4835,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Pied-bill Grebe",30.26152,-87.61097,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Northern Gannet",30.29655,-87.43321,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Northern Gannet",30.29655,-87.43321,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Northern Gannet",30.3906,-86.76434,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Northern Gannet",30.34697,-87.05889,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Northern Gannet",30.06986,-87.26234,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Pied-bill Grebe",30.37603,-86.37075,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Laughing Gull",30.22765,-87.95612,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Laughing Gull",30.24731,-87.69453,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Laughing Gull",30.30536,-87.52042,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Northern Gannet",30.26839,-89.06293,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Pied-bill Grebe",30.2301,-87.8312,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Northern Gannet",30.19609,-87.16109,"Visibly Oiled","Live",1,2010-06-27,2,2010-06-27,26
"Rock Pigeon",30.38817,-86.52017,"Not Visibly Oiled","Live",1,2010-06-27,1,2010-06-27,26
"Brown Pelican",30.52008,-88.04067,"Not Visibly Oiled","Live",1,2010-06-27,1,2010-06-27,26
"Black Crowned Night Heron",30.43146,-87.91254,"Not Visibly Oiled","Live",1,2010-06-27,1,2010-06-27,26
"Laughing Gull",29.36841,-89.30193,"Not Visibly Oiled","Live",1,2010-06-27,1,2010-06-27,26
"Northern Gannet",30.30629,-87.38258,"Visibly Oiled","Live",1,2010-06-28,2,2010-06-28,27
"Pied-bill Grebe",30.37251,-86.91012,"Visibly Oiled","Live",1,2010-06-28,2,2010-06-28,27
"Northern Gannet",30.68416,-86.48066,"Not Visibly Oiled","Live",1,2010-06-28,1,2010-06-28,27
"Northern Gannet",30.26,-85.9731,"Visibly Oiled","Live",1,2010-06-28,2,2010-06-28,27
"Northern Gannet",30.33411,-86.1673,"Visibly Oiled","Live",1,2010-06-28,2,2010-06-28,27
"Brown Pelican",30.17236,-85.8017,"Visibly Oiled","Live",1,2010-06-28,2,2010-06-28,27
"Surf Scoter",30.33362,-87.12482,"Visibly Oiled","Live",1,2010-06-28,2,2010-06-28,27
"Brown Pelican",30.39187,-88.89328,"Visibly Oiled","Live",1,2010-06-28,2,2010-06-28,27
"Northern Gannet",30.25064,-88.14115,"Visibly Oiled","Live",1,2010-06-28,2,2010-06-28,27
"Laughing Gull",29.10159,-90.18987,"Not Visibly Oiled","Live",1,2010-06-28,1,2010-06-28,27
"Northern Gannet",29.66335,-88.66313,"Visibly Oiled","Live",1,2010-06-28,2,2010-06-28,27
"Brown Pelican",30.40572,-88.85075,"Visibly Oiled","Live",1,2010-06-28,2,2010-06-28,27
"Masked Booby",30.18927,-85.83085,"Not Visibly Oiled","Live",1,2010-06-28,1,2010-06-28,27
"Northern Gannet",29.94291,-85.41183,"Not Visibly Oiled","Live",1,2010-06-28,1,2010-06-28,27
"Other",30.18927,-85.83,"Not Visibly Oiled","Live",1,2010-06-28,1,2010-06-28,27
"Common Loon",30.3929,-85.26082,"Visibly Oiled","Live",1,2010-06-29,2,2010-06-29,27
"Laughing Gull",30.24608,-87.70571,"Visibly Oiled","Live",1,2010-06-29,2,2010-06-29,27
"Common Loon",30.19626,-85.75146,"Visibly Oiled","Live",1,2010-06-29,2,2010-06-29,27
"Northern Gannet",30.34401,-87.3074,"Visibly Oiled","Live",1,2010-06-29,2,2010-06-29,27
"Brown Pelican",30.44781,-87.1027,"Visibly Oiled","Live",1,2010-06-29,2,2010-06-29,27
"Royal Tern",30.3362,-89.17381,"Visibly Oiled","Live",1,2010-06-29,2,2010-06-29,27
"Northern Gannet",30.39803,-88.85758,"Visibly Oiled","Live",1,2010-06-29,2,2010-06-29,27
"Other",30.35548,-88.50807,"Not Visibly Oiled","Live",1,2010-06-29,1,2010-06-29,27
"Laughing Gull",30.2495,-88.1924,"Not Visibly Oiled","Live",1,2010-06-29,1,2010-06-29,27
"Northern Gannet",30.37208,-86.34418,"Not Visibly Oiled","Live",1,2010-06-29,1,2010-06-29,27
"Laughing Gull",30.35818,-89.10905,"Not Visibly Oiled","Live",1,2010-06-29,1,2010-06-29,27
"Herring Gull",30.39051,-88.97404,"Visibly Oiled","Live",1,2010-06-29,2,2010-06-29,27
"Common Loon",30.39487,-86.71076,"Visibly Oiled","Live",1,2010-06-30,2,2010-06-30,27
"Common Loon",30.39479,-86.71007,"Visibly Oiled","Live",1,2010-06-30,2,2010-06-30,27
"Great Blue Heron",30.29764,-87.4269,"Visibly Oiled","Live",1,2010-06-30,2,2010-06-30,27
"Northern Gannet",30.28449,-87.49821,"Visibly Oiled","Live",1,2010-06-30,2,2010-06-30,27
"Northern Gannet",30.25022,-88.17348,"Visibly Oiled","Live",1,2010-06-30,2,2010-06-30,27
"Northern Gannet",30.25052,-88.20285,"Visibly Oiled","Live",1,2010-06-30,2,2010-06-30,27
"Laughing Gull",30.39142,-88.96429,"Visibly Oiled","Live",1,2010-06-30,2,2010-06-30,27
"Royal Tern",30.39137,-88.96497,"Visibly Oiled","Live",1,2010-06-30,2,2010-06-30,27
"Laughing Gull",30.39142,-88.96429,"Visibly Oiled","Live",1,2010-06-30,2,2010-06-30,27
"Northern Gannet",30.37502,-89.05565,"Visibly Oiled","Live",1,2010-06-30,2,2010-06-30,27
"Laughing Gull",30.39106,-88.96741,"Not Visibly Oiled","Live",1,2010-06-30,1,2010-06-30,27
"Royal Tern",29.64543,-89.5649,"Visibly Oiled","Live",1,2010-06-30,2,2010-06-30,27
"Unidentified Gull",30.39142,-88.96429,"Not Visibly Oiled","Live",1,2010-06-30,1,2010-06-30,27
"Osprey",30.33133,-87.30019,"Visibly Oiled","Live",1,2010-07-01,2,2010-07-01,27
"Other",30.2828,-87.73588,"Visibly Oiled","Live",1,2010-07-01,2,2010-07-01,27
"Northern Gannet",30.36116,-86.97611,"Visibly Oiled","Live",1,2010-07-01,2,2010-07-01,27
"Rock Pigeon",30.29989,-89.33502,"Not Visibly Oiled","Live",1,2010-07-01,1,2010-07-01,27
"Unknown",30.39108,-88.96941,"Visibly Oiled","Live",1,2010-07-01,2,2010-07-01,27
"Red-Breasted Merganser",30.36534,-89.08869,"Visibly Oiled","Live",1,2010-07-01,2,2010-07-01,27
"Common Loon",30.336,-87.4245,"Visibly Oiled","Live",1,2010-07-01,2,2010-07-01,27
"Mallard",30.34148,-87.09512,"Not Visibly Oiled","Live",1,2010-07-01,1,2010-07-01,27
"Brown Pelican",30.27963,-87.54548,"Not Visibly Oiled","Live",1,2010-07-01,1,2010-07-01,27
"Laughing Gull",30.39108,-88.96941,"Visibly Oiled","Live",1,2010-07-01,2,2010-07-01,27
"Laughing Gull",30.39108,-88.96941,"Visibly Oiled","Live",1,2010-07-01,2,2010-07-01,27
"Common Loon",29.90832,-85.37141,"Visibly Oiled","Live",1,2010-07-02,2,2010-07-02,27
"Royal Tern",30.27475,-87.56085,"Visibly Oiled","Live",1,2010-07-02,2,2010-07-02,27
"Northern Gannet",30.28048,-87.51518,"Visibly Oiled","Live",1,2010-07-02,2,2010-07-02,27
"Northern Gannet",30.23522,-88.38695,"Not Visibly Oiled","Live",1,2010-07-02,1,2010-07-02,27
"Northern Gannet",30.3055,-88.86493,"Visibly Oiled","Live",1,2010-07-02,2,2010-07-02,27
"Laughing Gull",30.3468,-89.14073,"Visibly Oiled","Live",1,2010-07-02,2,2010-07-02,27
"Least Tern",30.3914,-88.96165,"Visibly Oiled","Live",1,2010-07-02,2,2010-07-02,27
"Least Tern",30.39113,-88.9682,"Not Visibly Oiled","Live",1,2010-07-02,1,2010-07-02,27
"Laughing Gull",30.34585,-88.56073,"Visibly Oiled","Live",1,2010-07-02,2,2010-07-02,27
"Brown Pelican",30.44781,-87.1027,"Not Visibly Oiled","Live",1,2010-07-02,1,2010-07-02,27
"Mourning Dove",30.29098,-87.56085,"Not Visibly Oiled","Live",1,2010-07-02,1,2010-07-02,27
"Black Crowned Night Heron",30.37277,-87.27268,"Not Visibly Oiled","Live",1,2010-07-02,1,2010-07-02,27
"Northern Gannet",30.24812,-88.19102,"Not Visibly Oiled","Live",1,2010-07-02,1,2010-07-02,27
"Brown Pelican",30.14653,-88.4679,"Visibly Oiled","Live",1,2010-07-02,2,2010-07-02,27
"Sandwich Tern",30.34936,-86.2389,"Visibly Oiled","Live",1,2010-07-02,2,2010-07-02,27
"Black Skimmer",29.28133,-89.96715,"Visibly Oiled","Live",1,2010-07-02,2,2010-07-02,27
"Common Loon",30.2914,-87.4652,"Not Visibly Oiled","Live",1,2010-07-03,1,2010-07-03,27
"Laughing Gull",30.34106,-89.16043,"Visibly Oiled","Live",1,2010-07-03,2,2010-07-03,27
"Ruddy Turnstone",30.39192,-88.95938,"Visibly Oiled","Live",1,2010-07-03,2,2010-07-03,27
"Other",30.31266,-89.40671,"Visibly Oiled","Live",1,2010-07-03,2,2010-07-03,27
"Other",30.31266,-89.40671,"Visibly Oiled","Live",1,2010-07-03,2,2010-07-03,27
"Canada Goose",30.2959,-89.38255,"Not Visibly Oiled","Live",1,2010-07-03,1,2010-07-03,27
"Forster's Tern",29.29623,-89.91037,"Not Visibly Oiled","Live",1,2010-07-03,1,2010-07-03,27
"Royal Tern",29.21567,-90.02766,"Not Visibly Oiled","Live",1,2010-07-03,1,2010-07-03,27
"Brown Pelican",29.4888,-90.0256,"Visibly Oiled","Live",1,2010-07-03,2,2010-07-03,27
"Unidentified Loon",30.21079,-89.07928,"Visibly Oiled","Live",1,2010-07-03,2,2010-07-03,27
"Unidentified Loon",30.21079,-89.07928,"Visibly Oiled","Live",1,2010-07-03,2,2010-07-03,27
"Laughing Gull",30.35765,-86.99644,"Visibly Oiled","Live",1,2010-07-04,2,2010-07-04,27
"Caspian Tern",30.24994,-89.42225,"Visibly Oiled","Live",1,2010-07-04,2,2010-07-04,27
"Laughing Gull",30.21276,-88.97155,"Visibly Oiled","Live",1,2010-07-04,2,2010-07-04,27
"Laughing Gull",30.21264,-88.97084,"Visibly Oiled","Live",1,2010-07-04,2,2010-07-04,27
"Laughing Gull",30.21264,-88.97084,"Visibly Oiled","Live",1,2010-07-04,2,2010-07-04,27
"Laughing Gull",30.21264,-88.97084,"Visibly Oiled","Live",1,2010-07-04,2,2010-07-04,27
"Brown Pelican",30.365,-89.089,"Visibly Oiled","Live",1,2010-07-04,2,2010-07-04,27
"Laughing Gull",30.37555,-89.05395,"Visibly Oiled","Live",1,2010-07-04,2,2010-07-04,27
"Herring Gull",30.31738,-89.23602,"Visibly Oiled","Live",1,2010-07-04,2,2010-07-04,27
"Laughing Gull",30.31956,-89.22823,"Visibly Oiled","Live",1,2010-07-04,2,2010-07-04,27
"Laughing Gull",30.3117,-89.24458,"Visibly Oiled","Live",1,2010-07-04,2,2010-07-04,27
"Laughing Gull",30.2724,-88.5342,"Visibly Oiled","Live",1,2010-07-04,2,2010-07-04,27
"Laughing Gull",30.33799,-89.23583,"Not Visibly Oiled","Live",1,2010-07-04,1,2010-07-04,27
"Mourning Dove",30.29151,-87.46945,"Not Visibly Oiled","Live",1,2010-07-04,1,2010-07-04,27
"Double-crested Cormorant",30.27538,-86.01073,"Not Visibly Oiled","Live",1,2010-07-04,1,2010-07-04,27
"Great Blue Heron",30.25158,-88.08325,"Not Visibly Oiled","Live",1,2010-07-04,1,2010-07-04,27
"Laughing Gull",29.18382,-89.57983,"Not Visibly Oiled","Live",1,2010-07-04,1,2010-07-04,27
"Tricolored Heron",29.30532,-89.96191,"Not Visibly Oiled","Live",1,2010-07-04,1,2010-07-04,27
"Least Tern",30.34338,-88.53408,"Not Visibly Oiled","Live",1,2010-07-04,1,2010-07-04,27
"Black Skimmer",30.39129,-88.97233,"Not Visibly Oiled","Live",1,2010-07-05,1,2010-07-05,28
"Least Tern",30.3911,-88.97273,"Not Visibly Oiled","Live",1,2010-07-05,1,2010-07-05,28
"Least Tern",30.17239,-89.21224,"Visibly Oiled","Live",1,2010-07-05,2,2010-07-05,28
"Royal Tern",30.32808,-89.20337,"Visibly Oiled","Live",1,2010-07-05,2,2010-07-05,28
"Laughing Gull",30.34541,-89.1456,"Visibly Oiled","Live",1,2010-07-05,2,2010-07-05,28
"Royal Tern",30.39014,-88.97922,"Visibly Oiled","Live",1,2010-07-05,2,2010-07-05,28
"Herring Gull",30.34541,-89.1456,"Not Visibly Oiled","Live",1,2010-07-05,1,2010-07-05,28
"Laughing Gull",30.37746,-89.04404,"Visibly Oiled","Live",1,2010-07-05,2,2010-07-05,28
"Black Skimmer",30.39078,-88.97303,"Visibly Oiled","Live",1,2010-07-05,2,2010-07-05,28
"Brown Pelican",30.40686,-88.83252,"Visibly Oiled","Live",1,2010-07-05,2,2010-07-05,28
"Other",30.35228,-88.50832,"Visibly Oiled","Live",1,2010-07-05,2,2010-07-05,28
"Great Blue Heron",30.14348,-85.72793,"Not Visibly Oiled","Live",1,2010-07-05,1,2010-07-05,28
"Red-Breasted Merganser",30.25819,-88.11648,"Not Visibly Oiled","Live",1,2010-07-05,1,2010-07-05,28
"Laughing Gull",30.37775,-89.04404,"Not Visibly Oiled","Live",1,2010-07-05,1,2010-07-05,28
"Brown Pelican",30.24994,-89.4225,"Not Visibly Oiled","Live",1,2010-07-05,1,2010-07-05,28
"Common Loon",30.1537,-85.77188,"Visibly Oiled","Live",1,2010-07-06,2,2010-07-06,28
"Laughing Gull",30.24938,-88.12696,"Visibly Oiled","Live",1,2010-07-06,2,2010-07-06,28
"Laughing Gull",30.24939,-88.12694,"Not Visibly Oiled","Live",1,2010-07-06,1,2010-07-06,28
"Laughing Gull",30.38264,-88.2672,"Visibly Oiled","Live",1,2010-07-06,2,2010-07-06,28
"Other",30.33181,-88.49482,"Visibly Oiled","Live",1,2010-07-06,2,2010-07-06,28
"American Oystercatcher",30.36157,-89.08692,"Not Visibly Oiled","Live",1,2010-07-06,1,2010-07-06,28
"Brown Pelican",30.31298,-89.2899,"Visibly Oiled","Live",1,2010-07-06,2,2010-07-06,28
"Laughing Gull",30.31373,-89.24503,"Visibly Oiled","Live",1,2010-07-06,2,2010-07-06,28
"Ring-billed Gull",30.39302,-88.88623,"Visibly Oiled","Live",1,2010-07-06,2,2010-07-06,28
"Sandwich Tern",30.30714,-89.29239,"Visibly Oiled","Live",1,2010-07-06,2,2010-07-06,28
"Laughing Gull",30.36943,-89.0806,"Visibly Oiled","Live",1,2010-07-06,2,2010-07-06,28
"Laughing Gull",30.4031,-88.82385,"Visibly Oiled","Live",1,2010-07-06,2,2010-07-06,28
"Common Nighthawk",30.56938,-87.79905,"Not Visibly Oiled","Live",1,2010-07-06,1,2010-07-06,28
"Royal Tern",29.26017,-89.95063,"Visibly Oiled","Live",1,2010-07-06,2,2010-07-06,28
"Northern Gannet",30.23087,-85.9085,"Not Visibly Oiled","Live",1,2010-07-07,1,2010-07-07,28
"Common Loon",30.33312,-85.0768,"Visibly Oiled","Live",1,2010-07-07,2,2010-07-07,28
"Brown Pelican",30.13829,-85.71646,"Not Visibly Oiled","Live",1,2010-07-07,1,2010-07-07,28
"Common Tern",30.25032,-88.0766,"Visibly Oiled","Live",1,2010-07-07,2,2010-07-07,28
"Northern Gannet",30.25641,-88.22877,"Not Visibly Oiled","Live",1,2010-07-07,1,2010-07-07,28
"Black Skimmer",30.39113,-88.9682,"Not Visibly Oiled","Live",1,2010-07-07,1,2010-07-07,28
"Laughing Gull",30.39206,-88.88343,"Not Visibly Oiled","Live",1,2010-07-07,1,2010-07-07,28
"Laughing Gull",30.41106,-88.88884,"Not Visibly Oiled","Live",1,2010-07-07,1,2010-07-07,28
"Laughing Gull",30.37047,-88.56078,"Not Visibly Oiled","Live",1,2010-07-07,1,2010-07-07,28
"Northern Gannet",30.32223,-89.22141,"Visibly Oiled","Live",1,2010-07-07,2,2010-07-07,28
"Laughing Gull",30.39262,-88.87242,"Visibly Oiled","Live",1,2010-07-07,2,2010-07-07,28
"Royal Tern",30.23379,-88.54389,"Visibly Oiled","Live",1,2010-07-07,2,2010-07-07,28
"Laughing Gull",30.44045,-88.89833,"Visibly Oiled","Live",1,2010-07-07,2,2010-07-07,28
"Laughing Gull",30.34495,-89.14184,"Visibly Oiled","Live",1,2010-07-07,2,2010-07-07,28
"Laughing Gull",30.4117,-88.78252,"Visibly Oiled","Live",1,2010-07-07,2,2010-07-07,28
"Royal Tern",30.20615,-88.3202,"Visibly Oiled","Live",1,2010-07-07,2,2010-07-07,28
"Laughing Gull",30.24319,-87.15316,"Not Visibly Oiled","Live",1,2010-07-07,1,2010-07-07,28
"Brown Pelican",30.35824,-88.50574,"Not Visibly Oiled","Live",1,2010-07-07,1,2010-07-07,28
"Northern Gannet",30.1746,-87.16474,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Northern Gannet",30.24283,-87.2515,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Northern Gannet",30.24846,-88.46755,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Northern Gannet",30.24917,-88.25984,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Brown Pelican",30.3411,-89.28049,"Not Visibly Oiled","Live",1,2010-07-08,1,2010-07-08,28
"Laughing Gull",30.39354,-88.94518,"Not Visibly Oiled","Live",1,2010-07-08,1,2010-07-08,28
"Black Skimmer",30.24773,-88.87305,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Northern Gannet",30.23827,-89.42467,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Laughing Gull",30.32283,-89.21573,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Royal Tern",30.21532,-89.41158,"Not Visibly Oiled","Live",1,2010-07-08,1,2010-07-08,28
"Brown Pelican",30.23903,-89.42472,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Brown Pelican",30.44951,-87.10413,"Not Visibly Oiled","Live",1,2010-07-08,1,2010-07-08,28
"Brown Pelican",30.53365,-88.13592,"Not Visibly Oiled","Live",1,2010-07-08,1,2010-07-08,28
"Northern Gannet",29.95886,-85.45719,"Not Visibly Oiled","Live",1,2010-07-08,1,2010-07-08,28
"Laughing Gull",29.30307,-89.95683,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Laughing Gull",29.35945,-90.0461,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Laughing Gull",29.2385,-90.00252,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Laughing Gull",29.2385,-90.00252,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Laughing Gull",29.2385,-90.00252,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Black Skimmer",30.24773,-88.87305,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Great Egret",29.33495,-89.87333,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Laughing Gull",29.30307,-89.95683,"Visibly Oiled","Live",1,2010-07-08,2,2010-07-08,28
"Brown Pelican",30.03746,-89.10844,"Not Visibly Oiled","Live",1,2010-07-08,1,2010-07-08,28
"Sandwich Tern",30.1544,-87.3628,"Visibly Oiled","Live",1,2010-07-09,2,2010-07-09,28
"Common Loon",30.30263,-86.0984,"Not Visibly Oiled","Live",1,2010-07-09,1,2010-07-09,28
"Common Loon",30.01097,-85.55258,"Visibly Oiled","Live",1,2010-07-09,2,2010-07-09,28
"Northern Gannet",30.154,-88.40692,"Not Visibly Oiled","Live",1,2010-07-09,1,2010-07-09,28
"Northern Gannet",30.14541,-87.30877,"Not Visibly Oiled","Live",1,2010-07-09,1,2010-07-09,28
"Herring Gull",30.46916,-89.1016,"Not Visibly Oiled","Live",1,2010-07-09,1,2010-07-09,28
"Laughing Gull",30.26924,-89.38277,"Not Visibly Oiled","Live",1,2010-07-09,1,2010-07-09,28
"Laughing Gull",30.36293,-89.09846,"Visibly Oiled","Live",1,2010-07-09,2,2010-07-09,28
"Mourning Dove",30.27332,-87.56327,"Not Visibly Oiled","Live",1,2010-07-09,1,2010-07-09,28
"Royal Tern",29.0469,-90.5123,"Not Visibly Oiled","Live",1,2010-07-09,1,2010-07-09,28
"Laughing Gull",29.30232,-89.8576,"Not Visibly Oiled","Live",1,2010-07-09,1,2010-07-09,28
"Herring Gull",29.3198,-89.843,"Visibly Oiled","Live",1,2010-07-09,2,2010-07-09,28
"Sandwich Tern",29.06468,-90.7109,"Visibly Oiled","Live",1,2010-07-09,2,2010-07-09,28
"Laughing Gull",29.12593,-90.2153,"Not Visibly Oiled","Live",1,2010-07-09,1,2010-07-09,28
"Laughing Gull",29.21193,-90.02645,"Visibly Oiled","Live",1,2010-07-09,2,2010-07-09,28
"Sandwich Tern",29.20579,-89.02953,"Visibly Oiled","Live",1,2010-07-09,2,2010-07-09,28
"Forster's Tern",29.27742,-89.9925,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Laughing Gull",30.22797,-87.985,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Common Loon",30.0826,-85.64971,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Black Skimmer",30.36935,-86.92973,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Northern Gannet",30.2895,-88.29347,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Northern Gannet",30.26558,-88.1783,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Laughing Gull",30.23869,-88.26008,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Black Skimmer",30.24162,-88.77597,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Laughing Gull",30.24664,-89.4249,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Herring Gull",30.66204,-88.0365,"Not Visibly Oiled","Live",1,2010-07-10,1,2010-07-10,28
"Laughing Gull",30.51438,-88.10892,"Not Visibly Oiled","Live",1,2010-07-10,1,2010-07-10,28
"American Oystercatcher",29.5795,-89.53527,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Unidentified Tern",29.20293,-89.04933,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Forster's Tern",29.27748,-89.9925,"Not Visibly Oiled","Live",1,2010-07-10,1,2010-07-10,28
"Royal Tern",29.69718,-89.39565,"Not Visibly Oiled","Live",1,2010-07-10,1,2010-07-10,28
"Royal Tern",29.69718,-89.39548,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Laughing Gull",29.3477,-89.32116,"Not Visibly Oiled","Live",1,2010-07-10,1,2010-07-10,28
"Black Skimmer",30.24162,-88.77597,"Visibly Oiled","Live",1,2010-07-10,2,2010-07-10,28
"Royal Tern",29.32337,-89.905,"Not Visibly Oiled","Live",1,2010-07-11,1,2010-07-11,28
"Royal Tern",29.2737,-89.94615,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Laughing Gull",30.3303,-87.2927,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Royal Tern",30.33083,-87.1391,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Northern Gannet",30.38543,-86.51582,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Northern Gannet",30.16762,-87.23106,"Not Visibly Oiled","Live",1,2010-07-11,1,2010-07-11,28
"Northern Gannet",30.32439,-88.36242,"Not Visibly Oiled","Live",1,2010-07-11,1,2010-07-11,28
"Laughing Gull",30.25273,-88.20422,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Laughing Gull",30.40303,-88.82484,"Not Visibly Oiled","Live",1,2010-07-11,1,2010-07-11,28
"Laughing Gull",30.3636,-89.09,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Laughing Gull",30.39144,-88.96291,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Laughing Gull",30.23964,-89.42484,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Herring Gull",30.29424,-89.34287,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Laughing Gull",30.11213,-87.37693,"Not Visibly Oiled","Live",1,2010-07-11,1,2010-07-11,28
"Laughing Gull",29.00169,-90.19025,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Laughing Gull",29.26108,-89.36488,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Brown Pelican",29.31992,-91.5672,"Not Visibly Oiled","Live",1,2010-07-11,1,2010-07-11,28
"Laughing Gull",29.63495,-89.95078,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Black Skimmer",29.30842,-89.73578,"Visibly Oiled","Live",1,2010-07-11,2,2010-07-11,28
"Brown Pelican",29.06378,-90.8978,"Not Visibly Oiled","Live",1,2010-07-12,1,2010-07-12,29
"Laughing Gull",29.26147,-89.6958,"Not Visibly Oiled","Live",1,2010-07-12,1,2010-07-12,29
"Laughing Gull",29.46025,-89.68758,"Not Visibly Oiled","Live",1,2010-07-12,1,2010-07-12,29
"Laughing Gull",29.29997,-89.90154,"Not Visibly Oiled","Live",1,2010-07-12,1,2010-07-12,29
"Roseate Spoonbill",30.41457,-87.19276,"Visibly Oiled","Live",1,2010-07-12,2,2010-07-12,29
"Laughing Gull",30.39182,-88.95412,"Not Visibly Oiled","Live",1,2010-07-12,1,2010-07-12,29
