"Species","Latitude","Longitude","Oiling","Condition","BirdCount","Date_","Oil_Cond","Date","week.number"
"Laughing Gull",29.28033,-89.92933,"Visibly Oiled","Dead",1,2010-06-07,4,2010-06-07,24
"Laughing Gull",29.28033,-89.92933,"Visibly Oiled","Dead",1,2010-06-07,4,2010-06-07,24
"Laughing Gull",29.28033,-89.92933,"Unknown","Dead",1,2010-06-07,5,2010-06-07,24
"Laughing Gull",29.28033,-89.92933,"Unknown","Dead",1,2010-06-07,5,2010-06-07,24
"Snowy Egret",29.21486,-90.05196,"Unknown","Dead",1,2010-06-07,5,2010-06-07,24
"Laughing Gull",30.24027,-88.77106,"Not Visibly Oiled","Dead",1,2010-06-08,3,2010-06-08,24
"Laughing Gull",30.24779,-87.68513,"Not Visibly Oiled","Dead",1,2010-06-08,3,2010-06-08,24
"Common Loon",30.22601,-88.58199,"Not Visibly Oiled","Dead",1,2010-06-08,3,2010-06-08,24
"Unknown",26.63349,-82.23101,"Not Visibly Oiled","Dead",1,2010-06-08,3,2010-06-08,24
"Brown Pelican",29.32372,-89.60436,"Visibly Oiled","Dead",1,2010-06-08,4,2010-06-08,24
"Laughing Gull",29.31553,-89.90173,"Visibly Oiled","Dead",1,2010-06-08,4,2010-06-08,24
"Laughing Gull",29.29627,-89.91908,"Unknown","Dead",1,2010-06-08,5,2010-06-08,24
"Brown Pelican",29.34593,-89.8677,"Unknown","Dead",1,2010-06-08,5,2010-06-08,24
"Great Egret",29.34732,-89.86839,"Visibly Oiled","Dead",1,2010-06-08,4,2010-06-08,24
"Brown Pelican",29.35218,-89.83088,"Unknown","Dead",1,2010-06-08,5,2010-06-08,24
"Brown Pelican",30.52271,-88.17218,"Not Visibly Oiled","Dead",1,2010-06-08,3,2010-06-08,24
"Laughing Gull",30.32271,-88.1721,"Not Visibly Oiled","Dead",1,2010-06-08,3,2010-06-08,24
"Unknown",27.58107,-82.76236,"Not Visibly Oiled","Dead",1,2010-06-09,3,2010-06-09,24
"Cattle Egret",24.63329,-82.92175,"Not Visibly Oiled","Dead",1,2010-06-09,3,2010-06-09,24
"Other",24.62759,-82.86751,"Not Visibly Oiled","Dead",1,2010-06-09,3,2010-06-09,24
"Unknown",30.25182,-88.12819,"Not Visibly Oiled","Dead",1,2010-06-09,3,2010-06-09,24
"Unknown",29.68314,-85.30656,"Not Visibly Oiled","Dead",1,2010-06-09,3,2010-06-09,24
"Brown Pelican",29.33803,-89.86741,"Visibly Oiled","Dead",1,2010-06-09,4,2010-06-09,24
"Brown Pelican",29.71491,-90.0337,"Unknown","Dead",1,2010-06-09,5,2010-06-09,24
"Brown Pelican",29.42083,-89.82055,"Unknown","Dead",1,2010-06-09,5,2010-06-09,24
"Brown Pelican",29.3925,-89.69638,"Unknown","Dead",1,2010-06-09,5,2010-06-09,24
"American White Pelican",29.63611,-90.42472,"Unknown","Dead",1,2010-06-09,5,2010-06-09,24
"Laughing Gull",29.04934,-90.84745,"Not Visibly Oiled","Dead",1,2010-06-09,3,2010-06-09,24
"Black Skimmer",29.04934,-90.84745,"Not Visibly Oiled","Dead",1,2010-06-09,3,2010-06-09,24
"Black Skimmer",29.04934,-90.84745,"Not Visibly Oiled","Dead",1,2010-06-09,3,2010-06-09,24
"Laughing Gull",27.299,-82.57007,"Not Visibly Oiled","Dead",1,2010-06-10,3,2010-06-10,24
"Unknown",30.29992,-86.07973,"Not Visibly Oiled","Dead",1,2010-06-10,3,2010-06-10,24
"Brown Pelican",30.62032,-88.04915,"Not Visibly Oiled","Dead",1,2010-06-10,3,2010-06-10,24
"Unidentified Tern",26.95701,-82.38136,"Not Visibly Oiled","Dead",1,2010-06-10,3,2010-06-10,24
"Black Skimmer",29.04939,-90.84745,"Not Visibly Oiled","Dead",1,2010-06-10,3,2010-06-10,24
"Black Skimmer",29.04939,-90.84745,"Not Visibly Oiled","Dead",1,2010-06-10,3,2010-06-10,24
"Laughing Gull",29.04939,-90.84745,"Not Visibly Oiled","Dead",1,2010-06-10,3,2010-06-10,24
"Laughing Gull",29.08533,-91.42165,"Unknown","Dead",1,2010-06-10,5,2010-06-10,24
"Lesser Scaup",29.23228,-90.01238,"Unknown","Dead",1,2010-06-10,5,2010-06-10,24
"Unknown",29.30423,-89.9625,"Visibly Oiled","Dead",1,2010-06-10,4,2010-06-10,24
"Sandwich Tern",29.30423,-89.9625,"Unknown","Dead",1,2010-06-10,5,2010-06-10,24
"Laughing Gull",29.3407,-89.86708,"Unknown","Dead",1,2010-06-10,5,2010-06-10,24
"Brown Pelican",29.34841,-89.8668,"Unknown","Dead",1,2010-06-10,5,2010-06-10,24
"Unknown",27.21361,-82.51511,"Not Visibly Oiled","Dead",1,2010-06-11,3,2010-06-11,24
"Brown Pelican",30.38503,-89.01175,"Not Visibly Oiled","Dead",1,2010-06-11,3,2010-06-11,24
"Laughing Gull",30.34374,-89.14973,"Not Visibly Oiled","Dead",1,2010-06-11,3,2010-06-11,24
"Unknown",30.23105,-87.94591,"Not Visibly Oiled","Dead",1,2010-06-11,3,2010-06-11,24
"Laughing Gull",30.34374,-89.14973,"Not Visibly Oiled","Dead",1,2010-06-11,3,2010-06-11,24
"Unknown",30.23105,-87.94591,"Not Visibly Oiled","Dead",1,2010-06-11,3,2010-06-11,24
"Laughing Gull",30.33755,-89.16853,"Not Visibly Oiled","Dead",1,2010-06-11,3,2010-06-11,24
"Unknown",30.3817,-89.02559,"Not Visibly Oiled","Dead",1,2010-06-11,3,2010-06-11,24
"Brown Pelican",29.15865,-90.23063,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Laughing Gull",29.15865,-90.23063,"Visibly Oiled","Dead",1,2010-06-11,4,2010-06-11,24
"Brown Pelican",29.42166,-90.52673,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Brown Pelican",29.31338,-89.86136,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Brown Pelican",29.6713,-94.021,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Brown Pelican",29.62195,-89.60275,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Brown Pelican",29.27579,-90.39904,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Laughing Gull",29.30423,-89.9625,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Herring Gull",29.28883,-89.6585,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Brown Pelican",29.4195,-89.5196,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Brown Pelican",29.17243,-90.08548,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Brown Pelican",29.38716,-89.75358,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Royal Tern",29.14866,-90.11591,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Brown Pelican",29.14758,-90.2464,"Unknown","Dead",1,2010-06-11,5,2010-06-11,24
"Laughing Gull",29.6098,-85.07628,"Not Visibly Oiled","Dead",1,2010-06-12,3,2010-06-12,24
"Laughing Gull",30.37933,-89.03629,"Not Visibly Oiled","Dead",1,2010-06-12,3,2010-06-12,24
"Laughing Gull",30.39103,-88.96743,"Not Visibly Oiled","Dead",1,2010-06-12,3,2010-06-12,24
"Laughing Gull",30.54998,-88.03806,"Not Visibly Oiled","Dead",1,2010-06-12,3,2010-06-12,24
"Northern Gannet",30.27293,-88.29756,"Not Visibly Oiled","Dead",1,2010-06-12,3,2010-06-12,24
"Northern Gannet",30.24568,-87.52113,"Visibly Oiled","Dead",1,2010-06-12,4,2010-06-12,24
"Northern Gannet",28.91,-88.63838,"Visibly Oiled","Dead",1,2010-06-12,4,2010-06-12,24
"Brown Pelican",29.25004,-89.56512,"Visibly Oiled","Dead",1,2010-06-12,4,2010-06-12,24
"Brown Pelican",29.10147,-90.0517,"Visibly Oiled","Dead",1,2010-06-12,4,2010-06-12,24
"Brown Pelican",29.29855,-89.59594,"Visibly Oiled","Dead",1,2010-06-12,4,2010-06-12,24
"Brown Pelican",29.63366,-89.49966,"Unknown","Dead",1,2010-06-12,5,2010-06-12,24
"Unknown",29.41168,-89.93781,"Unknown","Dead",1,2010-06-12,5,2010-06-12,24
"Unknown",27.26721,-82.55873,"Not Visibly Oiled","Dead",1,2010-06-13,3,2010-06-13,24
"Unknown",27.2629,-82.54934,"Not Visibly Oiled","Dead",1,2010-06-13,3,2010-06-13,24
"Unknown",27.2628,-82.54923,"Not Visibly Oiled","Dead",1,2010-06-13,3,2010-06-13,24
"Northern Gannet",29.16999,-94.9913,"Not Visibly Oiled","Dead",1,2010-06-13,3,2010-06-13,24
"Canada Goose",30.26541,-88.1385,"Not Visibly Oiled","Dead",1,2010-06-13,3,2010-06-13,24
"Brown Pelican",29.27118,-89.60493,"Visibly Oiled","Dead",1,2010-06-13,4,2010-06-13,24
"Laughing Gull",29.05264,-90.85397,"Unknown","Dead",1,2010-06-13,5,2010-06-13,24
"Laughing Gull",29.05225,-90.85302,"Unknown","Dead",1,2010-06-13,5,2010-06-13,24
"Laughing Gull",29.29627,-89.91908,"Unknown","Dead",1,2010-06-13,5,2010-06-13,24
"Laughing Gull",29.49387,-89.17361,"Unknown","Dead",1,2010-06-13,5,2010-06-13,24
"Great Egret",29.34861,-89.86698,"Unknown","Dead",1,2010-06-13,5,2010-06-13,24
"Brown Pelican",29.10901,-90.08616,"Unknown","Dead",1,2010-06-13,5,2010-06-13,24
"Brown Pelican",29.34116,-89.86791,"Unknown","Dead",1,2010-06-13,5,2010-06-13,24
"Unidentified Cormorant",30.06418,-89.19961,"Unknown","Dead",1,2010-06-13,5,2010-06-13,24
"Brown Pelican",29.34595,-89.86803,"Unknown","Dead",1,2010-06-13,5,2010-06-13,24
"Laughing Gull",29.73713,-84.72179,"Not Visibly Oiled","Dead",1,2010-06-14,3,2010-06-14,25
"Unknown",30.523,-88.0977,"Not Visibly Oiled","Dead",1,2010-06-14,3,2010-06-14,25
"Unknown",26.68388,-82.26163,"Not Visibly Oiled","Dead",1,2010-06-14,3,2010-06-14,25
"Brown Pelican",29.26486,-89.60918,"Visibly Oiled","Dead",1,2010-06-14,4,2010-06-14,25
"Unidentified Grebe",30.2785,-87.52113,"Visibly Oiled","Dead",1,2010-06-14,4,2010-06-14,25
"Laughing Gull",29.05058,-90.98413,"Unknown","Dead",1,2010-06-14,5,2010-06-14,25
"Brown Pelican",29.41976,-89.77783,"Unknown","Dead",1,2010-06-14,5,2010-06-14,25
"American White Pelican",29.28425,-90.37713,"Visibly Oiled","Dead",1,2010-06-14,4,2010-06-14,25
"Laughing Gull",30.2497,-87.66855,"Not Visibly Oiled","Dead",1,2010-06-15,3,2010-06-15,25
"Laughing Gull",27.5801,-82.7615,"Not Visibly Oiled","Dead",1,2010-06-15,3,2010-06-15,25
"Northern Gannet",30.318,-87.1052,"Visibly Oiled","Dead",1,2010-06-15,4,2010-06-15,25
"Northern Gannet",30.22885,-87.81898,"Visibly Oiled","Dead",1,2010-06-15,4,2010-06-15,25
"Brown Pelican",29.0545,-90.85335,"Not Visibly Oiled","Dead",1,2010-06-15,3,2010-06-15,25
"Sandwich Tern",30.25057,-88.14207,"Not Visibly Oiled","Dead",1,2010-06-15,3,2010-06-15,25
"Northern Gannet",30.28292,-86.4958,"Visibly Oiled","Dead",1,2010-06-15,4,2010-06-15,25
"American White Pelican",29.06301,-90.22633,"Unknown","Dead",1,2010-06-15,5,2010-06-15,25
"Northern Gannet",29.03316,-88.55913,"Unknown","Dead",1,2010-06-15,5,2010-06-15,25
"Brown Pelican",29.45321,-90.01903,"Unknown","Dead",1,2010-06-15,5,2010-06-15,25
"Northern Gannet",30.37321,-86.35302,"Visibly Oiled","Dead",1,2010-06-16,4,2010-06-16,25
"Northern Gannet",30.36816,-86.9361,"Visibly Oiled","Dead",1,2010-06-16,4,2010-06-16,25
"Laughing Gull",30.37837,-89.23114,"Not Visibly Oiled","Dead",1,2010-06-16,3,2010-06-16,25
"Brown Pelican",30.26171,-88.72916,"Not Visibly Oiled","Dead",1,2010-06-16,3,2010-06-16,25
"Laughing Gull",30.52283,-88.10231,"Not Visibly Oiled","Dead",1,2010-06-16,3,2010-06-16,25
"Unknown",30.24605,-88.22649,"Not Visibly Oiled","Dead",1,2010-06-16,3,2010-06-16,25
"Unknown",27.26587,-82.55556,"Not Visibly Oiled","Dead",1,2010-06-16,3,2010-06-16,25
"Unknown",27.26401,-82.55122,"Not Visibly Oiled","Dead",1,2010-06-16,3,2010-06-16,25
"Brown Pelican",27.34698,-82.60869,"Not Visibly Oiled","Dead",1,2010-06-16,3,2010-06-16,25
"Brown Pelican",30.255,-88.7368,"Not Visibly Oiled","Dead",1,2010-06-16,3,2010-06-16,25
"Brown Pelican",30.255,-88.7368,"Not Visibly Oiled","Dead",1,2010-06-16,3,2010-06-16,25
"Common Tern",29.3425,-89.80296,"Visibly Oiled","Dead",1,2010-06-16,4,2010-06-16,25
"Laughing Gull",29.34071,-89.804,"Unknown","Dead",1,2010-06-16,5,2010-06-16,25
"Laughing Gull",29.34071,-89.804,"Unknown","Dead",1,2010-06-16,5,2010-06-16,25
"Common Loon",26.63371,-82.23125,"Visibly Oiled","Dead",1,2010-06-17,4,2010-06-17,25
"Northern Gannet",30.39328,-86.591,"Visibly Oiled","Dead",1,2010-06-17,4,2010-06-17,25
"Laughing Gull",30.25077,-88.17351,"Not Visibly Oiled","Dead",1,2010-06-17,3,2010-06-17,25
"Laughing Gull",30.34329,-88.55334,"Not Visibly Oiled","Dead",1,2010-06-17,3,2010-06-17,25
"Northern Gannet",30.35351,-88.60208,"Visibly Oiled","Dead",1,2010-06-17,4,2010-06-17,25
"Northern Gannet",30.02361,-88.1468,"Visibly Oiled","Dead",1,2010-06-17,4,2010-06-17,25
"Northern Gannet",30.31698,-88.45911,"Visibly Oiled","Dead",1,2010-06-17,4,2010-06-17,25
"Brown Pelican",29.05233,-90.91551,"Visibly Oiled","Dead",1,2010-06-17,4,2010-06-17,25
"Common Loon",30.38524,-86.81791,"Visibly Oiled","Dead",1,2010-06-17,4,2010-06-17,25
"Brown Pelican",30.3828,-88.27086,"Not Visibly Oiled","Dead",1,2010-06-18,3,2010-06-18,25
"Unknown",30.29447,-87.44187,"Not Visibly Oiled","Dead",1,2010-06-18,3,2010-06-18,25
"Unknown",30.29368,-87.44187,"Not Visibly Oiled","Dead",1,2010-06-18,3,2010-06-18,25
"Laughing Gull",30.24121,-88.9726,"Visibly Oiled","Dead",1,2010-06-18,4,2010-06-18,25
"Yellow-crowned Night-Heron",30.25115,-88.12988,"Not Visibly Oiled","Dead",1,2010-06-18,3,2010-06-18,25
"Least Tern",30.24963,-88.20126,"Not Visibly Oiled","Dead",1,2010-06-18,3,2010-06-18,25
"Unknown",27.58021,-82.76154,"Not Visibly Oiled","Dead",1,2010-06-18,3,2010-06-18,25
"Unknown",27.58037,-82.76168,"Not Visibly Oiled","Dead",1,2010-06-18,3,2010-06-18,25
"Laughing Gull",27.58194,-82.7634,"Not Visibly Oiled","Dead",1,2010-06-18,3,2010-06-18,25
"Laughing Gull",27.58514,-82.7636,"Not Visibly Oiled","Dead",1,2010-06-18,3,2010-06-18,25
"Laughing Gull",27.58907,-82.76417,"Not Visibly Oiled","Dead",1,2010-06-18,3,2010-06-18,25
"Laughing Gull",27.5802,-82.76156,"Not Visibly Oiled","Dead",1,2010-06-18,3,2010-06-18,25
"Northern Gannet",30.33845,-88.29046,"Not Visibly Oiled","Dead",1,2010-06-18,3,2010-06-18,25
"Brown Pelican",29.04907,-90.91401,"Visibly Oiled","Dead",1,2010-06-18,4,2010-06-18,25
"Willet",29.18124,-89.41935,"Unknown","Dead",1,2010-06-18,5,2010-06-18,25
"Brown Pelican",29.69628,-90.00188,"Visibly Oiled","Dead",1,2010-06-18,4,2010-06-18,25
"Snowy Egret",29.23963,-90.00188,"Visibly Oiled","Dead",1,2010-06-18,4,2010-06-18,25
"Northern Gannet",30.37585,-86.37019,"Visibly Oiled","Dead",1,2010-06-18,4,2010-06-18,25
"Unknown",30.22669,-88.31717,"Not Visibly Oiled","Dead",1,2010-06-19,3,2010-06-19,25
"Unknown",26.73144,-82.26392,"Unknown","Dead",1,2010-06-19,5,2010-06-19,25
"Northern Gannet",30.37585,-86.37019,"Visibly Oiled","Dead",1,2010-06-19,4,2010-06-19,25
"Laughing Gull",30.22819,-87.84859,"Visibly Oiled","Dead",1,2010-06-19,4,2010-06-19,25
"Laughing Gull",30.39103,-88.96752,"Not Visibly Oiled","Dead",1,2010-06-19,3,2010-06-19,25
"Unknown",27.30122,-82.57129,"Not Visibly Oiled","Dead",1,2010-06-19,3,2010-06-19,25
"Sandwich Tern",29.30429,-89.9622,"Unknown","Dead",1,2010-06-19,5,2010-06-19,25
"Northern Gannet",29.93953,-87.49574,"Visibly Oiled","Dead",1,2010-06-19,4,2010-06-19,25
"Common Tern",29.34278,-89.80171,"Visibly Oiled","Dead",1,2010-06-19,4,2010-06-19,25
"Brown Pelican",29.31371,-89.9646,"Visibly Oiled","Dead",1,2010-06-19,4,2010-06-19,25
"Brown Pelican",29.66223,-89.36633,"Unknown","Dead",1,2010-06-19,5,2010-06-19,25
"Unidentified Gull",28.9428,-89.39393,"Unknown","Dead",1,2010-06-19,5,2010-06-19,25
"Brown Pelican",28.9428,-89.39393,"Unknown","Dead",1,2010-06-19,5,2010-06-19,25
"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,2010-06-19,4,2010-06-19,25
"Brown Pelican",29.33435,-89.51706,"Not Visibly Oiled","Dead",1,2010-06-19,3,2010-06-19,25
"Northern Gannet",30.23838,-87.75192,"Not Visibly Oiled","Dead",1,2010-06-19,3,2010-06-19,25
"Double-crested Cormorant",29.20429,-89.96223,"Unknown","Dead",1,2010-06-19,5,2010-06-19,25
"Tricolored Heron",29.30429,-89.96217,"Unknown","Dead",1,2010-06-19,5,2010-06-19,25
"Laughing Gull",30.33961,-89.1624,"Not Visibly Oiled","Dead",1,2010-06-20,3,2010-06-20,25
"Northern Gannet",30.14542,-87.38377,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Brown Pelican",30.24447,-88.26977,"Not Visibly Oiled","Dead",1,2010-06-20,3,2010-06-20,25
"Laughing Gull",30.24978,-87.66813,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Northern Gannet",30.22554,-88.32365,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Common Loon",30.35291,-87.0294,"Not Visibly Oiled","Dead",1,2010-06-20,3,2010-06-20,25
"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Brown Pelican",29.30388,-89.9646,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Brown Pelican",29.30388,-89.9646,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Brown Pelican",29.34848,-89.05135,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Brown Pelican",29.30388,-89.9646,"Visibly Oiled","Dead",1,2010-06-20,4,2010-06-20,25
"Northern Gannet",30.30832,-87.37246,"Visibly Oiled","Dead",1,2010-06-21,4,2010-06-21,26
"Unidentified Gull",30.39256,-88.93067,"Visibly Oiled","Dead",1,2010-06-21,4,2010-06-21,26
"Northern Gannet",29.94823,-88.72173,"Visibly Oiled","Dead",1,2010-06-21,4,2010-06-21,26
"Unknown",27.58033,-82.76163,"Not Visibly Oiled","Dead",1,2010-06-21,3,2010-06-21,26
"Laughing Gull",27.58154,-82.76283,"Not Visibly Oiled","Dead",1,2010-06-21,3,2010-06-21,26
"Laughing Gull",27.5843,-82.7634,"Not Visibly Oiled","Dead",1,2010-06-21,3,2010-06-21,26
"Laughing Gull",27.59439,-82.76331,"Not Visibly Oiled","Dead",1,2010-06-21,3,2010-06-21,26
"Brown Pelican",30.31057,-87.72755,"Not Visibly Oiled","Dead",1,2010-06-21,3,2010-06-21,26
"Brown Pelican",29.3645,-89.8657,"Visibly Oiled","Dead",1,2010-06-21,4,2010-06-21,26
"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,2010-06-21,4,2010-06-21,26
"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,2010-06-21,4,2010-06-21,26
"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,2010-06-21,4,2010-06-21,26
"Brown Pelican",29.18223,-89.57876,"Visibly Oiled","Dead",1,2010-06-21,4,2010-06-21,26
"Brown Pelican",29.18223,-89.57876,"Visibly Oiled","Dead",1,2010-06-21,4,2010-06-21,26
"Laughing Gull",29.09617,-87.44132,"Visibly Oiled","Dead",1,2010-06-21,4,2010-06-21,26
"Northern Gannet",30.33463,-87.11993,"Visibly Oiled","Dead",1,2010-06-22,4,2010-06-22,26
"Northern Gannet",30.33463,-87.11993,"Visibly Oiled","Dead",1,2010-06-22,4,2010-06-22,26
"Unknown",27.30922,-82.57586,"Not Visibly Oiled","Dead",1,2010-06-22,3,2010-06-22,26
"Unknown",27.26247,-82.54879,"Not Visibly Oiled","Dead",1,2010-06-22,3,2010-06-22,26
"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,2010-06-22,4,2010-06-22,26
"Brown Pelican",29.18223,-89.37876,"Visibly Oiled","Dead",1,2010-06-22,4,2010-06-22,26
"Laughing Gull",30.38543,-88.10837,"Not Visibly Oiled","Dead",1,2010-06-22,3,2010-06-22,26
"Other",30.28045,-87.51544,"Not Visibly Oiled","Dead",1,2010-06-23,3,2010-06-23,26
"Unknown",30.22828,-87.85115,"Visibly Oiled","Dead",1,2010-06-23,4,2010-06-23,26
"Mourning Dove",30.2839,-87.55493,"Not Visibly Oiled","Dead",1,2010-06-23,3,2010-06-23,26
"Laughing Gull",30.22466,-88.0086,"Visibly Oiled","Dead",1,2010-06-23,4,2010-06-23,26
"Laughing Gull",30.2491,-87.66856,"Not Visibly Oiled","Dead",1,2010-06-23,3,2010-06-23,26
"Common Tern",29.26558,-89.54754,"Visibly Oiled","Dead",1,2010-06-23,4,2010-06-23,26
"Forster's Tern",29.07071,-89.12044,"Unknown","Dead",1,2010-06-23,5,2010-06-23,26
"Other",30.23493,-87.79802,"Not Visibly Oiled","Dead",1,2010-06-23,3,2010-06-23,26
"Unknown",30.39445,-86.60209,"Unknown","Dead",1,2010-06-24,5,2010-06-24,26
"Common Loon",30.31145,-87.34115,"Visibly Oiled","Dead",1,2010-06-24,4,2010-06-24,26
"Royal Tern",27.41584,-82.66492,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Laughing Gull",27.58054,-82.76182,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"White Ibis",27.59133,-82.76414,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Other",28.98818,-89.1516,"Visibly Oiled","Dead",1,2010-06-24,4,2010-06-24,26
"Unidentified Gull",28.99249,-89.1438,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Unidentified Cormorant",28.98881,-89.15027,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Brown Pelican",28.9897,-89.1483,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Brown Pelican",28.99142,-89.14538,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Brown Pelican",28.98889,-89.15108,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Brown Pelican",28.98914,-89.1493,"Visibly Oiled","Dead",1,2010-06-24,4,2010-06-24,26
"Brown Pelican",28.99088,-89.1459,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Brown Pelican",28.99088,-89.1459,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Brown Pelican",28.98904,-89.1508,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Brown Pelican",28.98998,-89.14798,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Brown Pelican",28.98983,-89.14806,"Unknown","Dead",1,2010-06-24,5,2010-06-24,26
"Brown Pelican",29.0317,-89.3035,"Visibly Oiled","Dead",1,2010-06-24,4,2010-06-24,26
"Least Bittern",29.0052,-89.3328,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Brown Pelican",29.01031,-89.14573,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Brown Pelican",29.01059,-89.14639,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Brown Pelican",29.0156,-89.14,"Unknown","Dead",1,2010-06-24,5,2010-06-24,26
"Brown Pelican",29.0161,-89.13995,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Mottled Duck",29.28471,-90.01361,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Laughing Gull",30.25129,-87.66153,"Not Visibly Oiled","Dead",1,2010-06-24,3,2010-06-24,26
"Double-crested Cormorant",28.96594,-89.36489,"Unknown","Dead",1,2010-06-24,5,2010-06-24,26
"Brown Pelican",30.20078,-88.46631,"Visibly Oiled","Dead",1,2010-06-25,4,2010-06-25,26
"Unknown",27.31027,-82.57662,"Not Visibly Oiled","Dead",1,2010-06-25,3,2010-06-25,26
"Unknown",27.30332,-82.57235,"Not Visibly Oiled","Dead",1,2010-06-25,3,2010-06-25,26
"Unknown",27.26218,-82.54826,"Not Visibly Oiled","Dead",1,2010-06-25,3,2010-06-25,26
"Brown Pelican",29.67156,-85.22173,"Not Visibly Oiled","Dead",1,2010-06-25,3,2010-06-25,26
"Northern Gannet",30.41456,-88.10685,"Visibly Oiled","Dead",1,2010-06-25,4,2010-06-25,26
"Common Tern",29.27823,-89.55147,"Visibly Oiled","Dead",1,2010-06-25,4,2010-06-25,26
"Common Tern",29.4314,-89.97301,"Visibly Oiled","Dead",1,2010-06-25,4,2010-06-25,26
"Brown Pelican",29.18223,-89.57876,"Visibly Oiled","Dead",1,2010-06-25,4,2010-06-25,26
"Unidentified Gull",30.28199,-89.27138,"Not Visibly Oiled","Dead",1,2010-06-25,3,2010-06-25,26
"Unknown",30.31885,-89.22997,"Not Visibly Oiled","Dead",1,2010-06-25,3,2010-06-25,26
"Unknown",30.31885,-89.22997,"Not Visibly Oiled","Dead",1,2010-06-25,3,2010-06-25,26
"Unknown",27.21127,-82.51386,"Not Visibly Oiled","Dead",1,2010-06-26,3,2010-06-26,26
"Unknown",27.20852,-82.51235,"Not Visibly Oiled","Dead",1,2010-06-26,3,2010-06-26,26
"Unknown",27.21183,-82.51419,"Not Visibly Oiled","Dead",1,2010-06-26,3,2010-06-26,26
"Least Bittern",30.38983,-88.6156,"Not Visibly Oiled","Dead",1,2010-06-26,3,2010-06-26,26
"Pied-bill Grebe",30.34381,-88.53918,"Visibly Oiled","Dead",1,2010-06-26,4,2010-06-26,26
"Brown Pelican",29.30281,-89.9575,"Visibly Oiled","Dead",1,2010-06-26,4,2010-06-26,26
"Brown Pelican",27.80305,-90.12694,"Visibly Oiled","Dead",1,2010-06-26,4,2010-06-26,26
"Royal Tern",29.10471,-90.1884,"Not Visibly Oiled","Dead",1,2010-06-26,3,2010-06-26,26
