"","X","Species","Latitude","Longitude","Oiling","Condition","BirdCount","Date_","Oil_Cond","Date","week.number","Alive","Common","Family","Quarter"
"184",184,"Black Skimmer",30.35974,-88.67333,"Visibly Oiled","Dead",1,"2010-08-30",4,2010-08-30,36,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"186",186,"Black Skimmer",30.20877,-88.979,"Not Visibly Oiled","Dead",1,"2010-08-01",3,2010-08-01,31,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"187",187,"Black Skimmer",30.21282,-88.96937,"Visibly Oiled","Dead",1,"2010-08-15",4,2010-08-15,33,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"188",188,"Black Skimmer",29.38975,-89.32091,"Not Visibly Oiled","Dead",1,"2010-08-31",3,2010-08-31,36,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"189",189,"Black Skimmer",30.15455,-89.19493,"Not Visibly Oiled","Dead",1,"2010-09-06",3,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"190",190,"Black Skimmer",29.02809,-90.44577,"Not Visibly Oiled","Dead",1,"2010-07-19",3,2010-07-19,30,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"191",191,"Black Skimmer",30.1013,-89.28268,"Not Visibly Oiled","Dead",1,"2010-09-08",3,2010-09-08,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"192",192,"Black Skimmer",29.04939,-90.84745,"Not Visibly Oiled","Dead",1,"2010-06-10",3,2010-06-10,24,0,"Gulls, Terns, Skimmers, Skuas","Laridae","05-05-2010 to 06-20-2010"
"193",193,"Black Skimmer",30.12399,-89.23098,"Unknown","Dead",1,"2010-09-05",5,2010-09-05,36,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"194",194,"Black Skimmer",30.51333,-88.99222,"Not Visibly Oiled","Dead",1,"2010-07-03",3,2010-07-03,27,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"195",195,"Black Skimmer",30.06896,-89.20711,"Not Visibly Oiled","Dead",1,"2010-09-10",3,2010-09-10,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"196",196,"Black Skimmer",29.29561,-89.6618,"Not Visibly Oiled","Dead",1,"2010-09-13",3,2010-09-13,38,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"197",197,"Black Skimmer",30.20999,-88.98437,"Visibly Oiled","Dead",1,"2010-08-02",4,2010-08-02,32,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"198",198,"Black Skimmer",29.26371,-89.96423,"Visibly Oiled","Dead",1,"2010-10-16",4,2010-10-16,42,0,"Gulls, Terns, Skimmers, Skuas","Laridae","09-20-2010 to 10-18-210"
"200",200,"Black Skimmer",30.06896,-89.20711,"Not Visibly Oiled","Dead",1,"2010-09-10",3,2010-09-10,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"201",201,"Black Skimmer",30.39112,-88.96822,"Unknown","Dead",1,"2010-07-31",5,2010-07-31,31,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"202",202,"Black Skimmer",30.23533,-88.5646,"Unknown","Dead",1,"2010-07-13",5,2010-07-13,29,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"203",203,"Black Skimmer",29.39129,-89.3214,"Visibly Oiled","Dead",1,"2010-09-06",4,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"204",204,"Black Skimmer",29.39129,-89.3214,"Visibly Oiled","Dead",1,"2010-09-06",4,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"205",205,"Black Skimmer",29.39129,-89.3214,"Visibly Oiled","Dead",1,"2010-09-06",4,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"207",207,"Black Skimmer",30.21138,-88.98615,"Not Visibly Oiled","Dead",1,"2010-08-05",3,2010-08-05,32,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"208",208,"Black Skimmer",29.774,-89.66624,"Not Visibly Oiled","Dead",1,"2010-09-18",3,2010-09-18,38,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"209",209,"Black Skimmer",30.3905,-88.974,"Not Visibly Oiled","Dead",1,"2010-07-18",3,2010-07-18,29,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"210",210,"Black Skimmer",30.06896,-89.20711,"Not Visibly Oiled","Dead",1,"2010-09-10",3,2010-09-10,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"211",211,"Black Skimmer",30.39099,-88.97136,"Not Visibly Oiled","Dead",1,"2010-08-13",3,2010-08-13,33,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"212",212,"Black Skimmer",29.30842,-89.73579,"Visibly Oiled","Dead",1,"2010-07-11",4,2010-07-11,28,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"213",213,"Black Skimmer",30.39127,-88.97272,"Unknown","Dead",1,"2010-07-04",5,2010-07-04,27,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"214",214,"Black Skimmer",30.24776,-88.87499,"Unknown","Dead",1,"2010-08-09",5,2010-08-09,33,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"215",215,"Black Skimmer",29.29764,-89.66009,"Not Visibly Oiled","Dead",1,"2010-08-20",3,2010-08-20,34,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"216",216,"Black Skimmer",29.39122,-89.32127,"Not Visibly Oiled","Dead",1,"2010-09-07",3,2010-09-07,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"217",217,"Black Skimmer",29.39129,-89.3214,"Visibly Oiled","Dead",1,"2010-09-06",4,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"218",218,"Black Skimmer",29.39142,-89.32127,"Not Visibly Oiled","Dead",1,"2010-09-07",3,2010-09-07,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"219",219,"Black Skimmer",29.39122,-89.32127,"Not Visibly Oiled","Dead",1,"2010-09-07",3,2010-09-07,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"220",220,"Black Skimmer",29.39122,-89.32127,"Not Visibly Oiled","Dead",1,"2010-09-07",3,2010-09-07,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"221",221,"Black Skimmer",30.06896,-89.20712,"Not Visibly Oiled","Dead",1,"2010-10-12",3,2010-10-12,42,0,"Gulls, Terns, Skimmers, Skuas","Laridae","09-20-2010 to 10-18-210"
"222",222,"Black Skimmer",29.88165,-89.24203,"Unknown","Dead",1,"2010-07-19",5,2010-07-19,30,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"223",223,"Black Skimmer",30.152,-89.19883,"Not Visibly Oiled","Dead",1,"2010-08-19",3,2010-08-19,34,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"224",224,"Black Skimmer",29.39129,-89.3214,"Unknown","Dead",1,"2010-09-07",5,2010-09-07,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"225",225,"Black Skimmer",29.49389,-89.8725,"Visibly Oiled","Dead",1,"2010-08-02",4,2010-08-02,32,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"227",227,"Black Skimmer",30.15455,-89.19493,"Not Visibly Oiled","Dead",1,"2010-09-06",3,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"228",228,"Black Skimmer",29.95907,-89.19818,"Not Visibly Oiled","Dead",1,"2010-09-10",3,2010-09-10,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"229",229,"Black Skimmer",30.10129,-89.28268,"Unknown","Dead",1,"2010-09-08",5,2010-09-08,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"230",230,"Black Skimmer",30.10129,-89.28268,"Unknown","Dead",1,"2010-09-08",5,2010-09-08,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"231",231,"Black Skimmer",30.06896,-89.20712,"Not Visibly Oiled","Dead",1,"2010-10-12",3,2010-10-12,42,0,"Gulls, Terns, Skimmers, Skuas","Laridae","09-20-2010 to 10-18-210"
"232",232,"Black Skimmer",30.15455,-89.19493,"Not Visibly Oiled","Dead",1,"2010-09-06",3,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"233",233,"Black Skimmer",30.06896,-89.20712,"Not Visibly Oiled","Dead",1,"2010-10-12",3,2010-10-12,42,0,"Gulls, Terns, Skimmers, Skuas","Laridae","09-20-2010 to 10-18-210"
"234",234,"Black Skimmer",29.29561,-89.6618,"Not Visibly Oiled","Dead",1,"2010-09-13",3,2010-09-13,38,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"235",235,"Black Skimmer",29.29561,-89.6618,"Not Visibly Oiled","Dead",1,"2010-09-13",3,2010-09-13,38,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"236",236,"Black Skimmer",30.21278,-88.95526,"Not Visibly Oiled","Dead",1,"2010-08-01",3,2010-08-01,31,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"237",237,"Black Skimmer",29.8523,-89.271,"Not Visibly Oiled","Dead",1,"2010-07-28",3,2010-07-28,31,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"238",238,"Black Skimmer",29.04939,-90.84745,"Not Visibly Oiled","Dead",1,"2010-06-10",3,2010-06-10,24,0,"Gulls, Terns, Skimmers, Skuas","Laridae","05-05-2010 to 06-20-2010"
"239",239,"Black Skimmer",30.1013,-89.28268,"Not Visibly Oiled","Dead",1,"2010-09-08",3,2010-09-08,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"240",240,"Black Skimmer",29.39139,-89.32146,"Not Visibly Oiled","Dead",1,"2010-09-07",3,2010-09-07,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"241",241,"Black Skimmer",29.39122,-89.32127,"Unknown","Dead",1,"2010-09-07",5,2010-09-07,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"242",242,"Black Skimmer",29.31491,-89.7917,"Not Visibly Oiled","Dead",1,"2010-09-08",3,2010-09-08,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"244",244,"Black Skimmer",30.15455,-89.19493,"Unknown","Dead",1,"2010-09-05",5,2010-09-05,36,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"246",246,"Black Skimmer",29.39139,-89.32146,"Not Visibly Oiled","Dead",1,"2010-09-07",3,2010-09-07,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"247",247,"Black Skimmer",30.39,-88.971,"Not Visibly Oiled","Dead",1,"2010-07-14",3,2010-07-14,29,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"249",249,"Black Skimmer",30.15455,-89.19493,"Not Visibly Oiled","Dead",1,"2010-09-06",3,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"250",250,"Black Skimmer",30.39082,-88.97151,"Not Visibly Oiled","Dead",1,"2010-07-04",3,2010-07-04,27,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"252",252,"Black Skimmer",29.29583,-89.66588,"Not Visibly Oiled","Dead",1,"2010-08-21",3,2010-08-21,34,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"256",256,"Black Skimmer",30.24162,-88.77597,"Visibly Oiled","Dead",1,"2010-07-16",4,2010-07-16,29,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"257",257,"Black Skimmer",30.15455,-89.19493,"Not Visibly Oiled","Dead",1,"2010-09-06",3,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"258",258,"Black Skimmer",29.22458,-89.49201,"Unknown","Dead",1,"2010-08-03",5,2010-08-03,32,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"260",260,"Black Skimmer",30.10129,-89.28268,"Unknown","Dead",1,"2010-09-08",5,2010-09-08,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"261",261,"Black Skimmer",30.1013,-89.28268,"Not Visibly Oiled","Dead",1,"2010-09-08",3,2010-09-08,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"262",262,"Black Skimmer",30.33398,-88.26277,"Not Visibly Oiled","Dead",1,"2010-08-24",3,2010-08-24,35,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"263",263,"Black Skimmer",30.06896,-89.20712,"Not Visibly Oiled","Dead",1,"2010-10-12",3,2010-10-12,42,0,"Gulls, Terns, Skimmers, Skuas","Laridae","09-20-2010 to 10-18-210"
"264",264,"Black Skimmer",30.06896,-89.20712,"Not Visibly Oiled","Dead",1,"2010-10-12",3,2010-10-12,42,0,"Gulls, Terns, Skimmers, Skuas","Laridae","09-20-2010 to 10-18-210"
"265",265,"Black Skimmer",29.39139,-89.32146,"Not Visibly Oiled","Dead",1,"2010-09-07",3,2010-09-07,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"266",266,"Black Skimmer",29.29545,-89.66725,"Unknown","Dead",1,"2010-08-26",5,2010-08-26,35,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"267",267,"Black Skimmer",30.31397,-88.32467,"Not Visibly Oiled","Dead",1,"2010-08-19",3,2010-08-19,34,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"268",268,"Black Skimmer",29.29545,-89.66725,"Not Visibly Oiled","Dead",1,"2010-08-25",3,2010-08-25,35,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"269",269,"Black Skimmer",30.39085,-88.97166,"Not Visibly Oiled","Dead",1,"2010-07-11",3,2010-07-11,28,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"270",270,"Black Skimmer",30.39111,-88.96664,"Visibly Oiled","Dead",1,"2010-07-27",4,2010-07-27,31,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"271",271,"Black Skimmer",30.39127,-88.97272,"Visibly Oiled","Dead",1,"2010-07-04",4,2010-07-04,27,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"272",272,"Black Skimmer",30.20852,-88.95882,"Not Visibly Oiled","Dead",1,"2010-08-09",3,2010-08-09,33,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"273",273,"Black Skimmer",30.39119,-88.96658,"Visibly Oiled","Dead",1,"2010-08-01",4,2010-08-01,31,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"274",274,"Black Skimmer",30.39298,-88.92813,"Not Visibly Oiled","Dead",1,"2010-09-10",3,2010-09-10,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"275",275,"Black Skimmer",30.06896,-89.20712,"Not Visibly Oiled","Dead",1,"2010-10-12",3,2010-10-12,42,0,"Gulls, Terns, Skimmers, Skuas","Laridae","09-20-2010 to 10-18-210"
"276",276,"Black Skimmer",29.38975,-89.23091,"Not Visibly Oiled","Dead",1,"2010-08-31",3,2010-08-31,36,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"277",277,"Black Skimmer",29.29545,-89.66644,"Visibly Oiled","Dead",1,"2010-08-29",4,2010-08-29,35,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"279",279,"Black Skimmer",29.39139,-89.32146,"Not Visibly Oiled","Dead",1,"2010-09-07",3,2010-09-07,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"280",280,"Black Skimmer",30.33388,-88.26247,"Not Visibly Oiled","Dead",1,"2010-08-24",3,2010-08-24,35,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"281",281,"Black Skimmer",29.39129,-89.3214,"Visibly Oiled","Dead",1,"2010-09-06",4,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"282",282,"Black Skimmer",30.10129,-89.28268,"Unknown","Dead",1,"2010-09-08",5,2010-09-08,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"283",283,"Black Skimmer",30.20931,-88.98182,"Not Visibly Oiled","Dead",1,"2010-08-01",3,2010-08-01,31,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"284",284,"Black Skimmer",30.15455,-89.19493,"Not Visibly Oiled","Dead",1,"2010-09-05",3,2010-09-05,36,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"285",285,"Black Skimmer",30.39153,-88.96993,"Not Visibly Oiled","Dead",1,"2010-07-01",3,2010-07-01,27,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"286",286,"Black Skimmer",29.1829,-90.0626,"Not Visibly Oiled","Dead",1,"2010-07-15",3,2010-07-15,29,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"287",287,"Black Skimmer",29.29163,-89.66572,"Not Visibly Oiled","Dead",1,"2010-08-16",3,2010-08-16,34,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"288",288,"Black Skimmer",30.20988,-88.98285,"Not Visibly Oiled","Dead",1,"2010-08-01",3,2010-08-01,31,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"289",289,"Black Skimmer",29.39122,-89.32127,"Unknown","Dead",1,"2010-09-05",5,2010-09-05,36,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"290",290,"Black Skimmer",30.39034,-88.97443,"Not Visibly Oiled","Dead",1,"2010-08-14",3,2010-08-14,33,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"291",291,"Black Skimmer",30.152,-89.19883,"Not Visibly Oiled","Dead",1,"2010-08-19",3,2010-08-19,34,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"292",292,"Black Skimmer",30.39099,-88.97136,"Not Visibly Oiled","Dead",1,"2010-08-13",3,2010-08-13,33,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"293",293,"Black Skimmer",30.22798,-88.32933,"Not Visibly Oiled","Dead",1,"2010-07-29",3,2010-07-29,31,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"294",294,"Black Skimmer",30.39108,-88.96631,"Not Visibly Oiled","Dead",1,"2010-07-27",3,2010-07-27,31,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"295",295,"Black Skimmer",30.06896,-89.20711,"Not Visibly Oiled","Dead",1,"2010-09-10",3,2010-09-10,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"296",296,"Black Skimmer",29.18802,-89.31333,"Not Visibly Oiled","Dead",1,"2010-09-08",3,2010-09-08,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"298",298,"Black Skimmer",29.39129,-89.3214,"Visibly Oiled","Dead",1,"2010-09-06",4,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"299",299,"Black Skimmer",29.04934,-90.84745,"Not Visibly Oiled","Dead",1,"2010-06-09",3,2010-06-09,24,0,"Gulls, Terns, Skimmers, Skuas","Laridae","05-05-2010 to 06-20-2010"
"300",300,"Black Skimmer",30.23691,-88.26787,"Not Visibly Oiled","Dead",1,"2010-08-21",3,2010-08-21,34,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"301",301,"Black Skimmer",30.21153,-88.9959,"Unknown","Dead",1,"2010-08-02",5,2010-08-02,32,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"302",302,"Black Skimmer",30.39104,-88.97044,"Not Visibly Oiled","Dead",1,"2010-07-12",3,2010-07-12,29,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"303",303,"Black Skimmer",29.76539,-93.37708,"Visibly Oiled","Dead",1,"2010-09-26",4,2010-09-26,39,0,"Gulls, Terns, Skimmers, Skuas","Laridae","09-20-2010 to 10-18-210"
"304",304,"Black Skimmer",30.24187,-88.88317,"Not Visibly Oiled","Dead",1,"2010-08-21",3,2010-08-21,34,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"305",305,"Black Skimmer",30.39093,-88.96736,"Not Visibly Oiled","Dead",1,"2010-07-29",3,2010-07-29,31,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"306",306,"Black Skimmer",30.39048,-88.97456,"Not Visibly Oiled","Dead",1,"2010-08-14",3,2010-08-14,33,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"308",308,"Black Skimmer",30.21122,-88.98389,"Unknown","Dead",1,"2010-08-05",5,2010-08-05,32,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"309",309,"Black Skimmer",30.21173,-88.97488,"Not Visibly Oiled","Dead",1,"2010-08-07",3,2010-08-07,32,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"310",310,"Black Skimmer",30.27688,-88.11529,"Not Visibly Oiled","Dead",1,"2010-08-01",3,2010-08-01,31,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"311",311,"Black Skimmer",30.22789,-88.32965,"Visibly Oiled","Dead",1,"2010-07-20",4,2010-07-20,30,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"312",312,"Black Skimmer",30.24162,-88.77597,"Visibly Oiled","Dead",1,"2010-07-10",4,2010-07-10,28,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"313",313,"Black Skimmer",30.3911,-88.96658,"Not Visibly Oiled","Dead",1,"2010-08-02",3,2010-08-02,32,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"314",314,"Black Skimmer",29.2965,-89.66531,"Unknown","Dead",1,"2010-09-13",5,2010-09-13,38,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"315",315,"Black Skimmer",29.39129,-89.3214,"Visibly Oiled","Dead",1,"2010-09-06",4,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"317",317,"Black Skimmer",30.15455,-89.19493,"Not Visibly Oiled","Dead",1,"2010-09-06",3,2010-09-06,37,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"319",319,"Black Skimmer",30.28696,-89.3625,"Not Visibly Oiled","Dead",1,"2010-06-30",3,2010-06-30,27,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"322",322,"Black Skimmer",29.29583,-89.66588,"Unknown","Dead",1,"2010-08-21",5,2010-08-21,34,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"323",323,"Black Skimmer",29.29545,-89.66644,"Unknown","Dead",1,"2010-08-30",5,2010-08-30,36,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"325",325,"Black Tern",30.3863,-86.52148,"Not Visibly Oiled","Dead",1,"2010-06-21",3,2010-06-21,26,0,"Gulls, Terns, Skimmers, Skuas","Laridae","06-21-2010 to 08-01-2010"
"326",326,"Black Tern",29.68095,-85.31847,"Not Visibly Oiled","Dead",1,"2010-08-25",3,2010-08-25,35,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"327",327,"Black Tern",29.40351,-89.29782,"Unknown","Dead",1,"2010-08-25",5,2010-08-25,35,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"328",328,"Black Tern",30.33083,-86.17509,"Not Visibly Oiled","Dead",1,"2010-08-25",3,2010-08-25,35,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"329",329,"Black Tern",30.21417,-88.95187,"Not Visibly Oiled","Dead",1,"2010-09-05",3,2010-09-05,36,0,"Gulls, Terns, Skimmers, Skuas","Laridae","08-02-2010 to 09-19-2010"
"330",330,"Black Tern",29.09861,-90.26192,"Visibly Oiled","Dead",1,"2010-09-21",4,2010-09-21,39,0,"Gulls, Terns, Skimmers, Skuas","Laridae","09-20-2010 to 10-18-210"
"336",336,"Brown Pelican",29.16318,-90.437,"Unknown","Dead",1,"2010-08-17",5,2010-08-17,34,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"341",341,"Brown Pelican",29.34662,-89.86838,"Visibly Oiled","Dead",1,"2010-06-17",4,2010-06-17,25,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
